num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,4,1.4923269003629684,1.0928203125
6,6,6,1.526017963886261,1.0126073074340822
6,6,8,1.5640622228384018,0.9235893630981447
6,6,11,1.5869520455598831,0.7859139709472657
6,6,12,1.6451402753591537,0.7795770301818847
8,8,4,1.4466191232204437,1.0471328125
8,8,6,1.4903181344270706,0.9707357749938963
8,8,8,1.5857717394828796,0.9423666191101074
8,8,11,1.5642719268798828,0.7623508186340331
8,8,12,1.5999689847230911,0.7367610855102539
12,12,4,1.4602162390947342,1.0639764251708983
12,12,6,1.5500351339578629,1.0377509231567381
12,12,8,1.5833693891763687,0.9428823623657226
12,12,11,1.6160256266593933,0.8006725578308105
12,12,12,1.706838458776474,0.8410315704345702
16,16,4,1.5666148960590363,1.1543935852050782
16,16,6,1.6706077605485916,1.1288643264770508
16,16,8,1.6993769109249115,1.0551554069519045
16,16,11,1.7646283358335495,0.9498705978393556
16,16,12,1.8259641081094742,0.9623201637268065
16,20,4,1.6327007710933685,1.2320324172973631
16,20,6,1.6839784383773804,1.168541458129883
16,20,8,1.7159960865974426,1.0698651580810548
16,20,11,1.7550859153270721,0.942883316040039
16,20,12,1.7902826070785522,0.909387596130371
12,14,4,1.5703399777412415,1.1681257324218752
12,14,6,1.699902519583702,1.1753221015930175
12,14,8,1.6783630698919296,1.023968704223633
12,14,11,1.7040553539991379,0.8813010940551758
12,14,12,1.6979667991399765,0.8064048118591309
12,16,4,1.5192239880561829,1.104208728790283
12,16,6,1.5627093017101288,1.0205038337707522
12,16,8,1.672828033566475,0.9898097877502441
12,16,11,1.720819115638733,0.8876335678100588
12,16,12,1.7188740968704224,0.837318660736084
16,24,4,1.7224335223436356,1.3242125244140626
16,24,6,1.7908730655908585,1.2771149826049806
16,24,8,1.8184892982244492,1.1804462966918945
16,24,11,1.8724650293588638,1.0749981422424315
16,24,12,1.872775062918663,1.0084909820556642
8,10,4,1.5817307084798813,1.1761261558532716
8,10,6,1.5040403753519058,0.9787186737060547
8,10,8,1.567883387207985,0.917609275817871
8,10,11,1.6304980963468552,0.8249691162109374
8,10,12,1.778862550854683,0.8971080703735352
6,7,4,1.4658204019069672,1.0640900230407715
6,7,6,1.4617419838905334,0.938036720275879
6,7,8,1.5817205607891083,0.9308899917602539
6,7,11,1.6380527019500732,0.8353152618408202
6,7,12,1.6644311547279358,0.7969968566894531
6,8,4,1.5258542448282242,1.124824207305908
6,8,6,1.5358348786830902,1.0165790061950684
6,8,8,1.5890382677316666,0.9377617568969728
6,8,11,1.7132268846035004,0.8934875984191895
6,8,12,1.7533710896968842,0.8897500839233399
8,12,4,1.5167399644851685,1.1158268547058106
8,12,6,1.56287282705307,1.046535064697266
8,12,8,1.6647941619157791,1.0171638565063477
8,12,11,1.7634511440992355,0.9476977310180663
8,12,12,1.7415648251771927,0.8535466079711913
12,20,4,1.5432803183794022,1.123465873718262
12,20,6,1.5895776897668839,1.0611555213928223
12,20,8,1.6298567056655884,0.9769643363952637
12,20,11,1.7799464017152786,0.9544115638732911
12,20,12,1.778833195567131,0.884575454711914
16,28,4,1.7144261002540588,1.2970653915405272
16,28,6,1.8254417330026627,1.2961186676025391
16,28,8,1.7602644264698029,1.109593006134033
16,28,11,1.9000871628522873,1.071441177368164
16,28,12,1.9528892636299133,1.0703646240234375
6,10,4,1.5284836143255234,1.1303704147338867
6,10,6,1.5985798984766006,1.0813845252990724
6,10,8,1.7511404603719711,1.106482936859131
6,10,11,1.7208686172962189,0.920781894683838
6,10,12,1.7785950601100922,0.9165618782043456
8,14,4,1.5535256564617157,1.1257736854553222
8,14,6,1.621404454112053,1.0747014846801757
8,14,8,1.7291456013917923,1.055464023590088
8,14,11,1.757102593779564,0.9299425277709962
8,14,12,1.8588472455739975,0.9461092720031739
6,12,4,1.5320806801319122,1.1351072044372557
6,12,6,1.6745015233755112,1.1627839927673338
6,12,8,1.7468017786741257,1.1081299324035645
6,12,11,1.7669852524995804,0.9636447067260742
6,12,12,1.7772607058286667,0.9145738754272461
8,16,4,1.6237299293279648,1.2113157234191894
8,16,6,1.6729627847671509,1.1422323036193849
8,16,8,1.7559114545583725,1.0889635734558107
8,16,11,1.650754377245903,0.8365785865783691
8,16,12,1.7575292736291885,0.8781521224975586
12,24,4,1.7809891104698181,1.38209107208252
12,24,6,1.7176849842071533,1.1985280265808103
12,24,8,1.7303386330604553,1.0876546859741212
12,24,11,1.775160863995552,0.9619180831909181
12,24,12,1.7806338369846344,0.916913070678711
16,32,4,1.6414944231510162,1.217842384338379
16,32,6,1.7192051410675049,1.1412567214965819
16,32,8,1.8002600967884064,1.1054431304931642
16,32,11,1.8060249090194702,0.9722503013610841
16,32,12,1.8496095687150955,0.9709996566772462
12,28,4,1.7254900187253952,1.28537052154541
12,28,6,1.6573851257562637,1.1162622947692873
12,28,8,1.673695221543312,0.9922123908996582
12,28,11,1.7440849989652634,0.9213243293762206
12,28,12,1.8035497814416885,0.9044408416748048
16,40,4,2.0094139724969864,1.574333183288574
16,40,6,1.7760637253522873,1.2463006515502928
16,40,8,1.9618045389652252,1.274759899139404
16,40,11,1.8103621900081635,0.9852185974121096
16,40,12,1.892368033528328,1.012436252593994
6,14,4,1.5054878890514374,1.0991498374938966
6,14,6,1.7056824564933777,1.1845756797790528
6,14,8,1.7392379343509674,1.0834368896484377
6,14,11,1.8072622269392014,0.9914027175903319
6,14,12,1.783950686454773,0.9195649719238281
8,20,4,1.5651083588600159,1.1568507003784179
8,20,6,1.8148818165063858,1.2891437187194823
8,20,8,1.7034907937049866,1.0375093002319336
8,20,11,1.8234407305717468,0.9975131797790527
8,20,12,1.8312427699565887,0.9520317306518554
12,32,4,1.721509724855423,1.288928131103516
12,32,6,1.7874944806098938,1.2476878776550293
12,32,8,1.7919695675373077,1.0762121315002442
