name,time,application,num_replicas,batch_size
yolov3-0,520,yolov3,4,64
bert-1,1270,bert,12,384
cifar10-2,1519,cifar10,12,4096
ncf-3,1619,ncf,1,32768
ncf-4,1858,ncf,1,32768
ncf-5,2017,ncf,1,32768
cifar10-6,2254,cifar10,6,2048
ncf-7,3421,ncf,1,32768
cifar10-8,3732,cifar10,12,4096
cifar10-9,4316,cifar10,16,4096
cifar10-10,4692,cifar10,6,2048
cifar10-11,4702,cifar10,16,4096
ncf-12,5430,ncf,1,32768
cifar10-13,5801,cifar10,12,4096
cifar10-14,5884,cifar10,6,2048
ncf-15,7626,ncf,1,32768
deepspeech2-16,7858,deepspeech2,6,320
cifar10-17,8313,cifar10,8,2048
ncf-18,9268,ncf,1,32768
ncf-19,9311,ncf,1,32768
yolov3-20,9391,yolov3,4,64
ncf-21,9582,ncf,1,32768
ncf-22,9612,ncf,1,32768
cifar10-23,10317,cifar10,8,2048
cifar10-24,10392,cifar10,12,4096
cifar10-25,10859,cifar10,16,4096
cifar10-26,11782,cifar10,8,2048
ncf-27,12379,ncf,1,32768
ncf-28,13106,ncf,1,32768
cifar10-29,13734,cifar10,6,2048
cifar10-30,13938,cifar10,6,2048
yolov3-31,14090,yolov3,4,64
cifar10-32,14205,cifar10,6,2048
ncf-33,14245,ncf,1,32768
cifar10-34,14715,cifar10,8,2048
deepspeech2-35,14737,deepspeech2,12,640
ncf-36,14932,ncf,1,32768
deepspeech2-37,14992,deepspeech2,12,640
cifar10-38,15132,cifar10,12,4096
yolov3-39,15245,yolov3,4,64
cifar10-40,15340,cifar10,6,2048
cifar10-41,15779,cifar10,8,2048
cifar10-42,15835,cifar10,6,2048
bert-43,15863,bert,8,384
ncf-44,16067,ncf,1,32768
bert-45,16142,bert,16,384
deepspeech2-46,16332,deepspeech2,8,320
ncf-47,16610,ncf,1,32768
deepspeech2-48,17277,deepspeech2,12,640
bert-49,17521,bert,8,384
ncf-50,17749,ncf,1,32768
cifar10-51,17866,cifar10,16,4096
cifar10-52,18115,cifar10,16,4096
yolov3-53,18385,yolov3,4,64
cifar10-54,18711,cifar10,12,4096
cifar10-55,18744,cifar10,16,4096
deepspeech2-56,18851,deepspeech2,12,640
bert-57,18925,bert,16,384
ncf-58,19084,ncf,1,32768
ncf-59,19915,ncf,1,32768
cifar10-60,20362,cifar10,16,4096
ncf-61,20531,ncf,1,32768
cifar10-62,20694,cifar10,6,2048
cifar10-63,20742,cifar10,12,4096
ncf-64,20937,ncf,1,32768
ncf-65,21487,ncf,1,32768
ncf-66,21680,ncf,1,32768
ncf-67,21732,ncf,1,32768
cifar10-68,21813,cifar10,8,2048
ncf-69,21894,ncf,1,32768
cifar10-70,23480,cifar10,12,4096
cifar10-71,23609,cifar10,6,2048
deepspeech2-72,24063,deepspeech2,8,320
deepspeech2-73,24140,deepspeech2,12,640
deepspeech2-74,24263,deepspeech2,6,320
cifar10-75,24918,cifar10,8,2048
cifar10-76,25661,cifar10,8,2048
cifar10-77,26565,cifar10,16,4096
deepspeech2-78,27744,deepspeech2,6,320
deepspeech2-79,28253,deepspeech2,12,640
