name,time,application,num_replicas,batch_size
ncf-0,1427,ncf,1,32768
ncf-1,1559,ncf,1,32768
ncf-2,1832,ncf,1,32768
ncf-3,1915,ncf,1,32768
imagenet-4,2173,imagenet,32,6400
ncf-5,2420,ncf,1,32768
ncf-6,2576,ncf,1,32768
cifar10-7,3117,cifar10,8,2048
ncf-8,3434,ncf,1,32768
ncf-9,3565,ncf,1,32768
cifar10-10,3730,cifar10,16,4096
cifar10-11,3756,cifar10,12,4096
ncf-12,3786,ncf,1,32768
cifar10-13,4101,cifar10,8,2048
ncf-14,4265,ncf,1,32768
ncf-15,4276,ncf,1,32768
cifar10-16,4843,cifar10,12,4096
ncf-17,4960,ncf,1,32768
yolov3-18,5676,yolov3,4,64
bert-19,5750,bert,16,384
ncf-20,9635,ncf,1,32768
cifar10-21,12294,cifar10,6,2048
cifar10-22,13332,cifar10,6,2048
ncf-23,13414,ncf,1,32768
ncf-24,13526,ncf,1,32768
cifar10-25,13746,cifar10,8,2048
yolov3-26,13875,yolov3,4,64
cifar10-27,14230,cifar10,12,4096
cifar10-28,14305,cifar10,6,2048
cifar10-29,14372,cifar10,8,2048
ncf-30,14559,ncf,1,32768
cifar10-31,14681,cifar10,6,2048
yolov3-32,15025,yolov3,4,64
ncf-33,15101,ncf,1,32768
deepspeech2-34,15168,deepspeech2,8,320
ncf-35,15543,ncf,1,32768
cifar10-36,16005,cifar10,12,4096
ncf-37,16064,ncf,1,32768
deepspeech2-38,16254,deepspeech2,8,320
ncf-39,16283,ncf,1,32768
yolov3-40,16696,yolov3,4,64
ncf-41,16917,ncf,1,32768
cifar10-42,17503,cifar10,12,4096
ncf-43,17532,ncf,1,32768
deepspeech2-44,17630,deepspeech2,12,640
deepspeech2-45,18028,deepspeech2,12,640
ncf-46,18133,ncf,1,32768
cifar10-47,18381,cifar10,8,2048
cifar10-48,18624,cifar10,16,4096
deepspeech2-49,18696,deepspeech2,8,320
ncf-50,18732,ncf,1,32768
ncf-51,18836,ncf,1,32768
bert-52,18983,bert,6,384
cifar10-53,19239,cifar10,12,4096
cifar10-54,19537,cifar10,6,2048
cifar10-55,19615,cifar10,12,4096
cifar10-56,20086,cifar10,16,4096
cifar10-57,20129,cifar10,6,2048
bert-58,20652,bert,12,384
deepspeech2-59,20879,deepspeech2,12,640
bert-60,20907,bert,8,384
cifar10-61,21034,cifar10,8,2048
deepspeech2-62,21135,deepspeech2,6,320
cifar10-63,21212,cifar10,8,2048
deepspeech2-64,21303,deepspeech2,12,640
ncf-65,21332,ncf,1,32768
ncf-66,21720,ncf,1,32768
bert-67,23230,bert,12,384
cifar10-68,23548,cifar10,12,4096
cifar10-69,23967,cifar10,12,4096
ncf-70,23981,ncf,1,32768
ncf-71,24135,ncf,1,32768
deepspeech2-72,24156,deepspeech2,12,640
cifar10-73,24744,cifar10,6,2048
ncf-74,25573,ncf,1,32768
cifar10-75,25876,cifar10,6,2048
ncf-76,25901,ncf,1,32768
ncf-77,26311,ncf,1,32768
cifar10-78,26873,cifar10,8,2048
ncf-79,27131,ncf,1,32768
