name,time,application,num_replicas,batch_size
cifar10-0,1315,cifar10,12,4096
ncf-1,1585,ncf,1,32768
ncf-2,1817,ncf,1,32768
ncf-3,1924,ncf,1,32768
ncf-4,2535,ncf,1,32768
bert-5,2735,bert,16,384
ncf-6,2850,ncf,1,32768
ncf-7,3403,ncf,1,32768
cifar10-8,4003,cifar10,12,4096
cifar10-9,4101,cifar10,16,4096
cifar10-10,5172,cifar10,12,4096
cifar10-11,5277,cifar10,12,4096
deepspeech2-12,6406,deepspeech2,8,320
cifar10-13,7752,cifar10,8,2048
cifar10-14,8287,cifar10,6,2048
ncf-15,8532,ncf,1,32768
yolov3-16,9226,yolov3,4,64
yolov3-17,9612,yolov3,4,64
ncf-18,9876,ncf,1,32768
bert-19,10151,bert,6,384
ncf-20,10319,ncf,1,32768
deepspeech2-21,11288,deepspeech2,6,320
cifar10-22,11515,cifar10,6,2048
deepspeech2-23,11852,deepspeech2,12,640
ncf-24,12204,ncf,1,32768
cifar10-25,14331,cifar10,16,4096
cifar10-26,14377,cifar10,6,2048
cifar10-27,14817,cifar10,8,2048
ncf-28,15115,ncf,1,32768
ncf-29,15563,ncf,1,32768
cifar10-30,16110,cifar10,12,4096
ncf-31,16319,ncf,1,32768
ncf-32,16437,ncf,1,32768
ncf-33,16560,ncf,1,32768
ncf-34,16585,ncf,1,32768
cifar10-35,16957,cifar10,16,4096
ncf-36,17515,ncf,1,32768
deepspeech2-37,17628,deepspeech2,8,320
ncf-38,18391,ncf,1,32768
deepspeech2-39,18699,deepspeech2,12,640
ncf-40,18780,ncf,1,32768
ncf-41,18785,ncf,1,32768
ncf-42,18806,ncf,1,32768
cifar10-43,18877,cifar10,6,2048
deepspeech2-44,19165,deepspeech2,6,320
ncf-45,19202,ncf,1,32768
ncf-46,19332,ncf,1,32768
cifar10-47,19393,cifar10,16,4096
bert-48,19414,bert,8,384
ncf-49,19450,ncf,1,32768
deepspeech2-50,20103,deepspeech2,8,320
cifar10-51,20139,cifar10,6,2048
cifar10-52,20269,cifar10,8,2048
bert-53,20613,bert,12,384
cifar10-54,20643,cifar10,8,2048
ncf-55,21008,ncf,1,32768
cifar10-56,21017,cifar10,6,2048
deepspeech2-57,21157,deepspeech2,8,320
cifar10-58,21190,cifar10,16,4096
ncf-59,21433,ncf,1,32768
ncf-60,21686,ncf,1,32768
cifar10-61,21706,cifar10,16,4096
cifar10-62,21738,cifar10,12,4096
yolov3-63,21835,yolov3,4,64
cifar10-64,21886,cifar10,12,4096
bert-65,22769,bert,16,384
cifar10-66,23032,cifar10,8,2048
ncf-67,23040,ncf,1,32768
cifar10-68,23136,cifar10,16,4096
deepspeech2-69,23293,deepspeech2,8,320
ncf-70,23478,ncf,1,32768
imagenet-71,23900,imagenet,48,6400
ncf-72,24362,ncf,1,32768
ncf-73,24755,ncf,1,32768
ncf-74,24780,ncf,1,32768
cifar10-75,25679,cifar10,12,4096
ncf-76,25897,ncf,1,32768
ncf-77,25898,ncf,1,32768
deepspeech2-78,26080,deepspeech2,6,320
bert-79,27142,bert,8,384
