placement,local_bsz,step_time,sync_time
1,4,0.26693882048130035,0.0024875399768352503
1,6,0.45066384971141815,0.0025271740257740024
1,8,0.3261484205722809,0.0024901360273361208
1,11,0.5716767460107803,0.0025414180159568788
1,16,0.5726079791784286,0.002545875996351243
11,4,0.7635317593812943,0.5165595626831055
11,6,0.9299515187740326,0.5114980335235595
11,8,0.8100125193595886,0.5136011085510254
11,11,0.9389860332012177,0.3869949378967285
11,16,1.0428800135850906,0.5147128734588623
111,4,0.700628325343132,0.4568901557922364
111,6,0.7846977114677429,0.36680170631408693
111,8,0.7464865148067474,0.4592751636505127
111,11,0.8878223150968552,0.3509443368911743
111,16,0.9016648530960083,0.37343034744262693
1111,4,0.688978910446167,0.4433460025787353
1111,6,0.8112856596708298,0.3969889144897461
1111,8,0.7832653820514679,0.48122895240783686
1111,11,0.8913666307926178,0.34190881538391116
1111,16,0.9495758414268494,0.42194029808044436
1112,4,0.8030488789081573,0.5604165287017823
1112,6,0.8689853698015213,0.454572021484375
1112,8,0.873890608549118,0.5858579769134521
1112,11,0.9531802535057068,0.4204761161804199
1112,16,1.0526681542396545,0.5309546489715575
1113,4,0.8367091864347458,0.592451156616211
1113,6,0.9504830837249756,0.5342067432403563
1113,8,0.8540036082267761,0.5607773876190185
1113,11,1.0332117676734924,0.4938064041137696
1113,16,1.1387457251548767,0.6115176792144775
1114,4,1.004490852355957,0.7570427589416504
1114,6,1.0106341987848282,0.60399977684021
1114,8,0.9328758120536804,0.6426755638122559
1114,11,1.1335640251636505,0.5978489379882812
1114,16,1.2314937859773636,0.7005761184692384
112,4,0.7964813411235809,0.5367793807983399
112,6,0.8507752120494843,0.44519502830505375
112,8,0.824784979224205,0.5145162029266358
112,11,0.9529688507318497,0.4182997722625732
112,16,1.029390960931778,0.5046631565093994
1122,4,0.8205690830945969,0.5679202899932861
1122,6,0.8762389570474625,0.46973813629150385
1122,8,0.8522360026836395,0.5562726440429687
1122,11,1.0533626079559326,0.5204950733184814
1122,16,1.0925674438476562,0.5665312938690186
1123,4,0.9548201709985733,0.7123534622192383
1123,6,1.0294874757528305,0.6231554756164551
1123,8,0.9097036272287369,0.6214809837341309
1123,11,1.1136953681707382,0.5808964862823486
1123,16,1.1732549667358398,0.6482175445556642
1124,4,0.9444290399551392,0.7007896766662599
1124,6,1.2276634275913239,0.81307462310791
1124,8,1.0424040406942368,0.753304111480713
1124,11,1.2171099781990051,0.6747850875854491
1124,16,1.248160108923912,0.728559299468994
113,4,0.8715114593505859,0.6232007865905761
113,6,0.9599226862192154,0.5505883083343505
113,8,0.9048865586519241,0.6208692798614501
113,11,1.0551325976848602,0.5222389450073242
113,16,1.1416630893945694,0.6168135108947753
1132,4,0.8941482305526733,0.6489867515563965
1132,6,1.0053131431341171,0.5873029479980469
1132,8,0.9931923449039459,0.7035450439453125
1132,11,1.1083880513906479,0.5740365600585937
1132,16,1.1516880542039871,0.626691234588623
1133,4,0.9184673130512238,0.6730292320251464
1133,6,1.0318950861692429,0.6190493297576903
1133,8,0.9433517754077911,0.6485579261779785
1133,11,1.123413160443306,0.5866006450653075
1133,16,1.2000141441822052,0.6648178138732911
1134,4,1.0146632492542267,0.7740233230590821
1134,6,1.1120906472206116,0.7039527187347411
1134,8,1.008968710899353,0.716717712402344
1134,11,1.2115567773580551,0.6714790210723875
1134,16,1.2417599856853485,0.7212708129882812
114,4,0.9437431991100311,0.7020525207519532
114,6,1.0432880073785782,0.6333582401275635
114,8,0.9814995974302292,0.6855315055847168
114,11,1.088014855980873,0.5449950332641602
114,16,1.1759310066699982,0.6441386947631836
1142,4,0.9597283154726028,0.7110133590698242
1142,6,1.2008400708436966,0.7828712692260741
1142,8,1.019423484802246,0.7246167488098145
1142,11,1.193696767091751,0.6639878005981444
1142,16,1.2572738081216812,0.7255330924987793
1143,4,1.045695886015892,0.80176123046875
1143,6,1.0896061807870865,0.6650587940216064
1143,8,1.0532894879579544,0.7642621154785155
1143,11,1.2698466926813126,0.7406743698120117
1143,16,1.2184590995311737,0.6992965087890626
1144,4,1.0573217272758484,0.8128534584045409
1144,6,1.1880655884742737,0.7768345985412599
1144,8,1.0656018406152725,0.7397726516723632
1144,11,1.2536108493804932,0.7238518600463869
1144,16,1.3720832914113998,0.8448767280578613
12,4,1.1125074326992035,0.867830966949463
12,6,1.2270783931016922,0.8152660026550294
12,8,1.0688867717981339,0.7794266777038574
12,11,1.2568439096212387,0.7257085456848144
12,16,1.3893616646528244,0.8659775924682617
1212,4,1.007614180445671,0.7623055191040039
1212,6,1.0769535899162292,0.6430902423858644
1212,8,0.9750298112630844,0.6543963928222656
1212,11,1.1006983071565628,0.5646862411499024
1212,16,1.0987513661384583,0.5674212551116944
1213,4,0.9777430444955826,0.7369717712402346
1213,6,1.0915510654449463,0.6795619621276855
1213,8,0.968103289604187,0.6819461402893067
1213,11,1.1319445222616196,0.5854134674072266
1213,16,1.133819654583931,0.610712158203125
1214,4,1.0172521322965622,0.7715789108276367
1214,6,1.092711552977562,0.6744320220947265
1214,8,1.0276964902877808,0.7437177162170409
1214,11,1.1938506215810776,0.6696355476379395
1214,16,1.2238643318414688,0.6901793632507324
122,4,0.8390920013189316,0.5969385986328126
122,6,0.9335215091705322,0.5268361835479737
122,8,0.9128767102956772,0.621786277770996
122,11,1.0176950693130493,0.49180691719055175
122,16,1.0830348879098892,0.5655691928863524
1222,4,0.8832808583974838,0.6223229026794433
1222,6,1.0028481036424637,0.5879575061798097
1222,8,0.9987073242664337,0.7044824562072755
1222,11,1.078769788146019,0.5496524562835693
1222,16,1.0987501442432404,0.5743968448638916
1223,4,0.9906001687049866,0.7451531448364258
1223,6,1.121378943324089,0.7098769493103027
1223,8,0.9560070484876633,0.6638202018737793
1223,11,1.1098146587610245,0.5760124607086182
1223,16,1.2274641692638397,0.7018344459533691
1224,4,1.0710367858409882,0.8312162818908692
1224,6,1.0832707434892654,0.6673851203918456
1224,8,1.0937685817480087,0.8056921844482423
1224,11,1.3522625267505646,0.8207866516113281
1224,16,1.204877957701683,0.6832087020874024
123,4,0.8979570120573044,0.656950439453125
123,6,1.0463610142469406,0.6354280414581299
123,8,0.9518206715583801,0.6567495574951173
123,11,1.1019488722085953,0.5696196060180664
123,16,1.2363262623548508,0.7152257194519043
1232,4,0.9770683348178864,0.7313192443847655
1232,6,1.1034098118543625,0.6861820545196532
1232,8,1.0533603429794312,0.7682552757263184
1232,11,1.2274095565080643,0.6914650325775146
1232,16,1.2681333422660828,0.7516132850646972
1233,4,1.0046369433403015,0.7612121810913086
1233,6,1.0813195556402206,0.6657379665374755
1233,8,0.9979280233383179,0.7132584991455079
1233,11,1.2496034801006317,0.6917506637573243
1233,16,1.2873083651065826,0.7585608558654784
1234,4,1.001990646123886,0.7593497009277344
1234,6,1.1434052288532257,0.7218202400207518
1234,8,1.0351586639881134,0.7434557418823241
1234,11,1.3076709061861038,0.7763095169067383
1234,16,1.2912496328353882,0.7695392990112304
124,4,1.126728966832161,0.8618596534729003
124,6,1.11610709130764,0.7037474575042725
124,8,0.99649977684021,0.7050036392211916
124,11,1.187797486782074,0.6505317192077636
124,16,1.3592469990253448,0.8215134353637694
1242,4,1.0137786269187927,0.7589519729614257
1242,6,1.155537560582161,0.7468517608642579
1242,8,1.057176187634468,0.7743902320861816
1242,11,1.3346047550439835,0.8068355560302733
1242,16,1.2693273425102234,0.7422061920166015
1243,4,1.0142036825418472,0.7699950408935546
1243,6,1.1934445798397064,0.7834927482604981
1243,8,1.0861894190311432,0.801425708770752
1243,11,1.2303090244531631,0.6940698509216309
1243,16,1.3212633579969406,0.7952007446289064
1244,4,1.0300373584032059,0.7862553100585936
1244,6,1.1746998727321625,0.764532859802246
1244,8,1.0862271636724472,0.800533935546875
1244,11,1.2582405656576157,0.7253999748229981
1244,16,1.3662638515233994,0.8333857612609863
13,4,1.2647290974855423,1.0071457901000975
13,6,1.2889262437820435,0.8774113731384277
13,8,1.2551675885915756,0.953684139251709
13,11,1.457779049873352,0.9234259605407714
13,16,1.5705731958150864,1.0499179115295412
1313,4,1.0105205923318863,0.7638535079956055
1313,6,1.0608967393636703,0.6548918533325195
1313,8,1.0620546638965607,0.775728370666504
1313,11,1.1920424103736877,0.656321849822998
1313,16,1.2974751889705658,0.7746005592346191
1314,4,1.0452460944652557,0.7985446205139158
1314,6,1.1098934710025787,0.7054264106750489
1314,8,1.0658691078424454,0.7853529853820802
1314,11,1.1865353882312775,0.6508883895874024
1314,16,1.3633394539356232,0.8393129425048829
132,4,0.9943033754825592,0.7498750419616698
132,6,1.1643154323101044,0.7532855682373046
132,8,1.0108536183834076,0.7179712829589844
132,11,1.2089207172393799,0.6755425262451172
132,16,1.1832893043756485,0.6606098861694337
1322,4,0.9309813678264618,0.6831920318603517
1322,6,1.066043108701706,0.6530685749053956
1322,8,1.040815830230713,0.7513554000854492
1322,11,1.233291670680046,0.7034847755432128
1322,16,1.176716536283493,0.6505356445312501
1323,4,1.0139173865318298,0.7729501686096191
1323,6,1.1310816556215286,0.7176318054199219
1323,8,1.0818520933389664,0.7934222793579102
1323,11,1.247089922428131,0.7145374259948731
1323,16,1.269322082400322,0.7472560501098633
1324,4,1.0473177880048752,0.8007325172424317
1324,6,1.1930467039346695,0.7752759590148927
1324,8,1.0931530445814133,0.8013181877136231
1324,11,1.2656162232160568,0.7381447067260742
1324,16,1.3480664640665054,0.8224306755065918
133,4,0.9251598566770554,0.6813502616882324
133,6,1.065285086631775,0.6514113521575927
133,8,0.9793637692928314,0.689650405883789
133,11,1.2508663833141327,0.7192386894226073
133,16,1.286056473851204,0.7528324623107912
1332,4,1.0341251343488693,0.7902184219360351
1332,6,1.1066698133945465,0.7007883071899415
1332,8,1.0986534804105759,0.8176693763732911
1332,11,1.2266789376735687,0.6974481887817382
1332,16,1.2877246290445328,0.7600638961791992
1333,4,1.0129328668117523,0.7685813598632812
1333,6,1.1319022476673126,0.7224163055419922
1333,8,1.0945000052452087,0.8131755867004394
1333,11,1.266386792063713,0.7237740173339844
1333,16,1.294030100107193,0.7562251434326172
1334,4,1.0743607729673386,0.8226938934326171
1334,6,1.1928716450929642,0.7882452545166017
1334,8,1.0515543520450592,0.7677105407714845
1334,11,1.3368006646633148,0.7913391304016114
1334,16,1.3829828798770905,0.8572887763977052
134,4,1.0458965450525284,0.8019756278991699
134,6,1.1292410343885422,0.7172199478149412
134,8,1.0464183986186981,0.7542776260375976
134,11,1.2343953549861908,0.7096115913391112
134,16,1.3158530294895172,0.7981211738586427
1342,4,1.1276428252458572,0.88181742477417
1342,6,1.1768318563699722,0.7579386749267577
1342,8,1.0567202717065811,0.772504852294922
1342,11,1.2406511157751083,0.7111334686279297
1342,16,1.3970942348241806,0.8754182167053223
1343,4,1.0217366963624954,0.7757053108215334
1343,6,1.1687566339969635,0.7558872871398925
1343,8,1.0821575969457626,0.7937440032958984
1343,11,1.319928139448166,0.7876413841247559
1343,16,1.3106957077980042,0.7771592864990233
1344,4,1.1302308142185211,0.8725333976745606
1344,6,1.1582240611314774,0.748543342590332
1344,8,1.1350110471248627,0.8455984573364257
1344,11,1.3187614232301712,0.7873153724670411
1344,16,1.3774300962686539,0.8581858100891113
14,4,1.3923265933990479,1.1449967880249026
14,6,1.4829941242933273,1.0751931228637697
14,8,1.4038733094930649,1.1094208297729493
14,11,1.6760596632957458,1.1372469520568846
14,16,1.5762590318918228,1.0521126556396485
1414,4,1.106395274400711,0.8607977752685548
1414,6,1.2299599796533585,0.8207330932617186
1414,8,1.1289717108011246,0.8332288818359377
1414,11,1.3576899021863937,0.830969554901123
1414,16,1.423013299703598,0.8939311981201171
142,4,0.9944353252649307,0.7478637619018553
142,6,1.1986816078424454,0.7863558654785157
142,8,1.0760852992534637,0.7927296066284178
142,11,1.1669680327177048,0.6234713535308839
142,16,1.2962651699781418,0.7744968681335448
1422,4,1.052831381559372,0.810161064147949
1422,6,1.1113898307085037,0.7042564163208007
1422,8,1.0485206246376038,0.7571866302490234
1422,11,1.1937492787837982,0.664410499572754
1422,16,1.2693807482719421,0.7455915031433106
1423,4,1.2161864340305328,0.970841552734375
1423,6,1.170881301164627,0.7635902862548827
1423,8,1.079725295305252,0.792693447113037
1423,11,1.290917083621025,0.7604679946899414
1423,16,1.3894043266773224,0.8739908180236815
1424,4,1.1924350559711456,0.9456093826293944
1424,6,1.3103411942720413,0.8990871391296384
1424,8,1.1753950417041779,0.8900191154479979
1424,11,1.377194881439209,0.8400638313293456
1424,16,1.3854580223560333,0.8568416938781738
143,4,1.0377960503101349,0.7956763343811035
143,6,1.1827509850263596,0.7641456756591798
143,8,1.0975670367479324,0.81254927444458
143,11,1.2872344106435776,0.7577335739135742
143,16,1.3155778497457504,0.785008846282959
1432,4,1.0970730483531952,0.849309398651123
1432,6,1.2416604310274124,0.8288917350769043
1432,8,1.1587993800640106,0.8642205009460449
1432,11,1.306470811367035,0.7786396942138673
1432,16,1.3534518629312515,0.8182363853454592
1433,4,1.1654139310121536,0.9217888107299804
