num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,20,0.3874239444732666,0.23134371032714843
6,6,28,0.42718894481658937,0.23420029296874997
6,6,40,0.44641757011413574,0.20505525512695316
6,6,57,0.4526614427566528,0.12833825988769532
6,6,81,0.49570541381835936,0.07801354827880858
6,6,115,0.5999679803848267,0.03864065656661987
6,6,163,0.7895346641540527,0.022736150550842285
6,6,200,0.971342921257019,0.026501881790161136
8,8,20,0.3482774019241333,0.20266382904052738
8,8,28,0.4247913837432861,0.23020425720214846
8,8,40,0.3755392789840698,0.13061355590820314
8,8,57,0.42353010177612305,0.10061195526123046
8,8,81,0.4793680191040039,0.05069327735900878
8,8,115,0.591741943359375,0.015373852729797365
8,8,163,0.8091421365737915,0.01455055694580078
8,8,200,1.0068573236465455,0.02865574378967285
12,12,20,0.45401285886764525,0.30199900054931644
12,12,28,0.5093801617622375,0.3151405792236328
12,12,40,0.48753162622451784,0.24248413696289065
12,12,57,0.5620230913162232,0.238856037902832
12,12,81,0.5794333338737487,0.1507361724853516
12,12,115,0.6621215224266053,0.08666679124832155
12,12,163,0.8277172923088074,0.036450591754913345
12,12,200,1.0602967228208269,0.05400200680324009
16,16,20,0.5385484218597412,0.3905981719970703
16,16,28,0.5646882057189941,0.3686914703369141
16,16,40,0.6021012544631958,0.3550896057128906
16,16,57,0.6190784931182861,0.28878388671875
16,16,81,0.669172716140747,0.24082343902587894
16,16,115,0.7070489883422851,0.12480254364013672
16,16,163,0.826110577583313,0.027317123222351074
16,16,200,0.9999128580093384,0.009325984001159669
16,20,20,0.5527561902999878,0.40742995605468746
16,20,28,0.5817744016647339,0.3870903045654297
16,20,40,0.6018733263015748,0.35930048828125005
16,20,57,0.6314526796340942,0.30889921875000004
16,20,81,0.6579731702804565,0.24068090209960938
16,20,115,0.7107421159744263,0.14597124938964845
16,20,163,0.8135902166366578,0.04392106246948242
16,20,200,1.0104061365127563,0.06732350463867187
12,14,20,0.37933619022369386,0.2323531280517578
12,14,28,0.4101395606994629,0.2147203186035156
12,14,40,0.4286056041717529,0.1838733581542969
12,14,57,0.4914797067642212,0.17073553161621097
12,14,81,0.5638131380081177,0.13574236717224122
12,14,115,0.6375059843063354,0.06361818103790283
12,14,163,0.8344817638397217,0.04276854710578919
12,14,200,1.0322854042053222,0.07136122589111328
12,16,20,0.3746306896209717,0.23070994873046877
12,16,28,0.4241732358932495,0.23233903961181643
12,16,40,0.458538556098938,0.2179015441894531
12,16,57,0.46443920135498046,0.15068845138549808
12,16,81,0.4739890813827515,0.05675175933837891
12,16,115,0.6169701099395752,0.058341404724121096
12,16,163,0.8462332963943482,0.08183326034545899
12,16,200,1.0963890552520752,0.1634539733886719
16,24,20,0.4303471326828003,0.28531318664550787
16,24,28,0.4729503631591797,0.2794625778198242
16,24,40,0.5052218675613404,0.26398597412109376
16,24,57,0.6298211574554443,0.31526614532470704
16,24,81,0.5906916856765747,0.15918200149536135
16,24,115,0.7110470533370972,0.14919135437011719
16,24,163,0.8864521026611328,0.11772194900512696
16,24,200,1.0720903873443604,0.13305345001220706
8,10,20,0.37824695110321044,0.2314417205810547
8,10,28,0.4184332609176636,0.2217309280395508
8,10,40,0.40673534870147704,0.16268332824707032
8,10,57,0.43041071891784666,0.11255962066650389
8,10,81,0.48699886798858644,0.06588255577087403
8,10,115,0.6155524492263794,0.0500249984741211
8,10,163,0.8208913564682007,0.04894968643188477
8,10,200,1.0275564432144164,0.081166943359375
6,7,20,0.3746479511260986,0.23275269012451175
6,7,28,0.40420711040496826,0.21110235748291015
6,7,40,0.42445485591888427,0.18374944458007814
6,7,57,0.46348464488983154,0.1373765090942383
6,7,81,0.494449782371521,0.07634760665893554
6,7,115,0.6021934032440186,0.04154497604370118
6,7,163,0.825832724571228,0.05900374603271484
6,7,200,1.0357189178466797,0.09828800964355469
6,8,20,0.38990139961242676,0.23903240051269528
6,8,28,0.4094372749328613,0.21336766967773438
6,8,40,0.42468349933624266,0.18016594085693363
6,8,57,0.46318645477294923,0.1374161682128906
6,8,81,0.5039737224578857,0.07547001342773436
6,8,115,0.6012506484985352,0.03489005451202393
6,8,163,0.8232640266418457,0.04893642272949219
6,8,200,1.0297488689422607,0.0826147071838379
8,12,20,0.3925942420959473,0.24788760681152344
8,12,28,0.42778630256652833,0.2345571868896484
8,12,40,0.44898414611816406,0.2074105972290039
8,12,57,0.5194179296493531,0.2050603546142578
8,12,81,0.48595199584960935,0.06658123168945314
8,12,115,0.6278171062469482,0.0655557632446289
8,12,163,0.8432307481765747,0.07590846443176269
8,12,200,1.0493221044540406,0.11273936309814452
12,20,20,0.521416449546814,0.3776998992919922
12,20,28,0.5611871480941772,0.36869106750488273
12,20,40,0.5766672134399414,0.33508106079101563
12,20,57,0.6133490085601807,0.29175280456542974
12,20,81,0.6418437480926513,0.22392315673828125
12,20,115,0.7103172302246094,0.143078556060791
12,20,163,0.8543342590332031,0.07940793228149413
12,20,200,1.0691633701324463,0.12508993682861327
16,28,20,0.5595979213714599,0.4142035430908203
16,28,28,0.5732040405273438,0.378563687133789
16,28,40,0.596456503868103,0.35739245605468745
16,28,57,0.6177418231964111,0.2983401123046875
16,28,81,0.6616887331008912,0.23909520416259764
16,28,115,0.7119153738021851,0.1308839530944824
16,28,163,0.8247188329696655,0.03596488914489746
16,28,200,1.022885537147522,0.04588021507263183
6,10,20,0.4121074914932251,0.26692136230468744
6,10,28,0.4411827564239502,0.24747485046386722
6,10,40,0.458282995223999,0.21632597198486328
6,10,57,0.4881232738494873,0.17197220306396482
6,10,81,0.5207773685455322,0.100144393157959
6,10,115,0.6205240964889527,0.056653192520141595
6,10,163,0.8641828775405884,0.09347640647888183
6,10,200,1.0087813138961792,0.06555391387939453
8,14,20,0.3521258354187012,0.20614017944335936
8,14,28,0.4536208391189575,0.259331706237793
8,14,40,0.5854154586791992,0.3440340148925781
8,14,57,0.6342097043991088,0.31830632171630857
8,14,81,0.648028039932251,0.2286400390625
8,14,115,0.6415149450302124,0.0700973159790039
8,14,163,0.8388352394104004,0.057551517486572265
8,14,200,1.0685838460922241,0.10342346496582029
6,12,20,0.4666250228881836,0.3216334014892578
6,12,28,0.4737341642379761,0.28174931945800785
6,12,40,0.450750470161438,0.21001203308105465
6,12,57,0.47889754772186277,0.1637157485961914
6,12,81,0.5184260129928588,0.09898980865478516
6,12,115,0.644565749168396,0.08304456787109374
6,12,163,0.8686422348022461,0.1002700248718262
6,12,200,1.1107721090316773,0.16262278900146482
8,16,20,0.47565696239471433,0.3294293731689453
8,16,28,0.5123442649841309,0.3175703369140625
8,16,40,0.4572696924209595,0.21285339202880862
8,16,57,0.47877142429351804,0.15833188095092773
8,16,81,0.5451977014541626,0.1225363124847412
8,16,115,0.6472586154937744,0.07821259269714356
8,16,163,0.872697114944458,0.09294179458618165
8,16,200,1.089010524749756,0.1251776802062988
12,24,20,0.40895886421203614,0.2650701736450195
12,24,28,0.47003562450408937,0.27209608306884764
12,24,40,0.5047389507293701,0.25628795471191407
12,24,57,0.5409189939498902,0.2084664825439453
12,24,81,0.5231766700744629,0.08496082801818847
12,24,115,0.6295077085494996,0.04765044498443603
12,24,163,0.8344510078430176,0.03299565143585205
12,24,200,1.0355985403060912,0.04105016326904297
16,32,20,0.5806469440460205,0.43335323181152346
16,32,28,0.6032949447631836,0.40315072937011714
16,32,40,0.6107035875320435,0.3615723205566406
16,32,57,0.6423331022262573,0.31643771362304685
16,32,81,0.6778710126876831,0.24568472900390623
16,32,115,0.745165753364563,0.15271473083496095
16,32,163,0.8512258291244507,0.04383771572113037
16,32,200,1.0317649364471435,0.047245433807373054
12,28,20,0.4960446357727051,0.3472189056396484
12,28,28,0.47929656505584717,0.2865536285400391
12,28,40,0.5476574420928955,0.30075434722900385
12,28,57,0.49179084300994874,0.16798608245849608
12,28,81,0.6073458671569825,0.17237812576293948
12,28,115,0.6229154348373414,0.03912871704101563
12,28,163,0.8453245639801026,0.04342294025421143
12,28,200,1.07681725025177,0.07663495330810546
16,40,20,0.6961465358734131,0.5495142761230468
16,40,28,0.7252089023590088,0.532558349609375
16,40,40,0.7387467145919799,0.49649480590820316
16,40,57,0.7733208179473877,0.4564169677734375
16,40,81,0.8154557943344116,0.39462964172363285
16,40,115,0.8618104457855225,0.2915432495117188
16,40,163,0.9815450668334961,0.19107439727783204
16,40,200,1.083845853805542,0.11015457916259766
6,14,20,0.45661377906799316,0.3101275909423828
6,14,28,0.45553672313690186,0.26195518188476563
6,14,40,0.4752886056900024,0.23257356719970704
6,14,57,0.48962128162384033,0.17409517211914063
6,14,81,0.536640214920044,0.11703851699829101
6,14,115,0.6156332731246948,0.05087369613647461
6,14,163,0.8404357433319092,0.06746190414428711
6,14,200,1.070481276512146,0.12797736358642578
8,20,20,0.43712449073791504,0.2878273010253906
8,20,28,0.407187294960022,0.21167823028564453
8,20,40,0.53221435546875,0.28639568328857423
8,20,57,0.6031086921691895,0.2824811157226562
8,20,81,0.4894014835357666,0.058759292221069334
8,20,115,0.6876993417739868,0.11030993709564207
8,20,163,0.838508939743042,0.0450731653213501
8,20,200,1.0453484058380127,0.05218156852722168
12,32,20,0.4297135829925537,0.2812001159667969
12,32,28,0.47187745571136475,0.27725240325927736
12,32,40,0.5251014947891235,0.27519908142089844
12,32,57,0.6765606880187989,0.3406710693359375
12,32,81,0.5700760126113892,0.13297003021240233
12,32,115,0.6337245464324951,0.042865228271484375
12,32,163,0.8392916440963745,0.029161647987365723
12,32,200,1.0434777021408081,0.04742950019836426
6,16,20,0.40957720279693605,0.2657824752807617
6,16,28,0.4368265390396118,0.2396549362182617
6,16,40,0.46587262153625486,0.21538374633789065
6,16,57,0.4899677515029907,0.15319307556152345
6,16,81,0.528795313835144,0.09425675582885742
6,16,115,0.6185033559799195,0.031383011245727545
