num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,32,0.025131400426228842,0.018201694255404997
6,6,45,0.024318909645080565,0.01787728962368436
6,6,64,0.024690694279140897,0.01784402559068468
6,6,91,0.02426134215460883,0.017769016965230304
6,6,129,0.024333551194932725,0.017830953301323785
6,6,182,0.024506322542826333,0.01797115694681804
6,6,257,0.024434232711791994,0.017873578643798824
6,6,363,0.025363575087653266,0.018194837400648332
6,6,513,0.026338609059651692,0.019387368498908153
6,6,725,0.025283233324686686,0.01844350037044949
6,6,1025,0.02543131775326199,0.01768271679348415
6,6,1450,0.025795351134406196,0.01791231784820556
6,6,2051,0.02560560173458523,0.017483297899034283
6,6,2901,0.027476610077752008,0.019050218370225695
6,6,4103,0.026635940869649252,0.017807901212904192
6,6,5803,0.02956593566470676,0.02016351110670302
8,8,32,0.027265625529819065,0.02056514701843262
8,8,45,0.02610521051618788,0.019091671095954055
8,8,64,0.026195571157667373,0.01926024250454373
8,8,91,0.02593941158718533,0.01949540776146783
8,8,129,0.025801136758592393,0.019288639619615338
8,8,182,0.025744745466444226,0.019219268247816296
8,8,257,0.025851615269978843,0.01922242103152805
8,8,363,0.026372877756754558,0.019093801964653864
8,8,513,0.026995823118421768,0.020121233028835724
8,8,725,0.026314632097880045,0.01938955122629801
8,8,1025,0.027926545672946505,0.020162142901950415
8,8,1450,0.026822672949896917,0.018883587455749522
8,8,2051,0.029552470313178168,0.02093746568891738
8,8,2901,0.029522045453389486,0.020532058609856504
8,8,4103,0.028520867559644912,0.019271535004509822
12,12,32,0.0341801643371582,0.027639426210191533
12,12,45,0.03452025254567464,0.027853472412957082
12,12,64,0.03346202638414171,0.026883860969543476
12,12,91,0.03414718574947781,0.026884525193108456
12,12,129,0.033668213420444064,0.02660175647735595
12,12,182,0.03362000253465441,0.026964551480611165
12,12,257,0.033670658535427514,0.026911628659566252
12,12,363,0.033751103613111705,0.026764910867479116
12,12,513,0.03437924385070801,0.027542176712883837
12,12,725,0.0348819891611735,0.02761639936235216
12,12,1025,0.03582226965162489,0.027370658535427514
12,12,1450,0.035052723354763456,0.02684504419962564
12,12,2051,0.035009890132480195,0.025873783577813052
12,12,2901,0.037617309888203936,0.029000329356723368
16,16,32,0.034993314743041994,0.027806862619188098
16,16,45,0.03204462793138292,0.025136930126614058
16,16,64,0.0317547877629598,0.024876698282029895
16,16,91,0.03389830854203966,0.027034052361382375
16,16,129,0.03245486683315701,0.025573573705885144
16,16,182,0.031422707769605845,0.02454589678446453
16,16,257,0.03189441098107232,0.024819800906711147
16,16,363,0.032594508594936795,0.025406858295864546
16,16,513,0.036395812034606935,0.029258024851481105
16,16,725,0.034581907590230304,0.026685218471950947
