placement,local_bsz,step_time,sync_time
1,32,0.007305891513824463,0.00029323743879795084
1,45,0.0072613382339477535,0.00029115167886018743
1,64,0.007257053852081299,0.00029450623959302905
1,91,0.007588624954223633,0.0002945011201500893
1,129,0.007328660488128662,0.0002943343991041183
1,182,0.007377429008483887,0.0002975193595886231
1,257,0.007437832355499267,0.0002992822390794753
1,363,0.0075324630737304684,0.00029544928103685366
1,513,0.007436022758483886,0.0002819328010082245
1,725,0.007597434520721436,0.0002468732802569866
1,1025,0.00865839958190918,0.00031203903794288653
1,1450,0.008697671890258789,0.0003074848002195358
1,2051,0.009048397541046143,0.00030794784188270557
1,2901,0.009418528079986572,0.00031969087988138197
1,4103,0.009946703910827637,0.0003150905609130859
1,5803,0.01048494577407837,0.00030803167879581443
1,8207,0.011355941295623779,0.0003207030406594277
1,11606,0.013640518188476563,0.0003407334405183791
1,16413,0.014976799488067627,0.0003391219192743301
1,23211,0.017506566047668457,0.0003350588804483414
1,32768,0.02131553226047092,0.00034586986700693766
11,32,0.01949951648712158,0.012864396031697596
11,45,0.018129833539326987,0.011564289781782365
11,64,0.019175778494940864,0.011480837684207492
11,91,0.01819446086883545,0.011541863430870901
11,129,0.023822553952534995,0.01702302816179065
11,182,0.02368318239847819,0.016927488422393798
11,257,0.020090561442905,0.013248811742994525
11,363,0.018589745627509223,0.011540319283803304
11,513,0.018670018513997397,0.011256092431810168
11,725,0.019254016876220702,0.0119748533460829
11,1025,0.020323287116156684,0.01125862684249878
11,1450,0.019385393460591635,0.01120892302195231
11,2051,0.02247336440616184,0.014024915907118057
11,2901,0.02286190986633301,0.014272816414303249
11,4103,0.024545844395955405,0.01551766181521945
11,5803,0.024210034476386175,0.014838946522606743
11,8207,0.021565643946329753,0.011458188438415534
11,11606,0.022951152589586046,0.011947620624966087
11,16413,0.033693451351589625,0.020919622219933404
111,32,0.018190754784478083,0.011764070097605382
111,45,0.01551054318745931,0.009085694249471025
111,64,0.01654067834218343,0.009274946880340574
111,91,0.015527378188239203,0.009037929587894018
111,129,0.01557059817843967,0.009013147004445395
111,182,0.01577107376522488,0.0091241169611613
111,257,0.015871013535393608,0.00922802062564426
111,363,0.020168715053134494,0.012732320679558649
111,513,0.020289116435580783,0.01350618238449096
111,725,0.02134063508775499,0.013995134915245906
111,1025,0.02093501091003418,0.013013508987426757
111,1450,0.01885477966732449,0.010578320052888657
111,2051,0.016993716028001572,0.008889338684082032
111,2901,0.019717544979519313,0.011226643191443555
111,4103,0.018144859208001032,0.009262211195627845
111,5803,0.019410196940104166,0.010118671618567575
111,8207,0.02006958590613471,0.009836548656887477
111,11606,0.03193498717414008,0.02076922719213698
1111,32,0.021057091818915474,0.014544529777103002
1111,45,0.01901296509636773,0.01257802772521973
1111,64,0.020307079950968424,0.013276820596059159
