name,time,application,num_replicas,batch_size
ncf-0,35,ncf,1,32768
cifar10-1,246,cifar10,12,4096
ncf-2,262,ncf,1,32768
yolov3-3,520,yolov3,4,64
ncf-4,814,ncf,1,32768
ncf-5,1128,ncf,1,32768
ncf-6,1198,ncf,1,32768
bert-7,1270,bert,12,384
deepspeech2-8,1303,deepspeech2,8,320
cifar10-9,1308,cifar10,8,2048
ncf-10,1497,ncf,1,32768
cifar10-11,1519,cifar10,12,4096
ncf-12,1589,ncf,1,32768
ncf-13,1619,ncf,1,32768
ncf-14,1858,ncf,1,32768
ncf-15,1879,ncf,1,32768
ncf-16,2017,ncf,1,32768
imagenet-17,2102,imagenet,48,6400
cifar10-18,2254,cifar10,6,2048
imagenet-19,2294,imagenet,32,6400
bert-20,2395,bert,6,384
cifar10-21,2530,cifar10,6,2048
ncf-22,2749,ncf,1,32768
cifar10-23,2911,cifar10,16,4096
cifar10-24,2925,cifar10,12,4096
ncf-25,3134,ncf,1,32768
cifar10-26,3208,cifar10,12,4096
ncf-27,3421,ncf,1,32768
yolov3-28,3513,yolov3,4,64
ncf-29,3565,ncf,1,32768
ncf-30,3565,ncf,1,32768
cifar10-31,3732,cifar10,12,4096
ncf-32,3732,ncf,1,32768
cifar10-33,3733,cifar10,16,4096
cifar10-34,3947,cifar10,8,2048
ncf-35,4293,ncf,1,32768
cifar10-36,4316,cifar10,16,4096
cifar10-37,4569,cifar10,16,4096
cifar10-38,4692,cifar10,6,2048
cifar10-39,4702,cifar10,16,4096
ncf-40,4840,ncf,1,32768
ncf-41,5256,ncf,1,32768
ncf-42,5360,ncf,1,32768
ncf-43,5418,ncf,1,32768
ncf-44,5430,ncf,1,32768
cifar10-45,5500,cifar10,12,4096
cifar10-46,5531,cifar10,8,2048
ncf-47,5611,ncf,1,32768
cifar10-48,5707,cifar10,8,2048
imagenet-49,5774,imagenet,48,6400
cifar10-50,5801,cifar10,12,4096
ncf-51,5839,ncf,1,32768
ncf-52,5854,ncf,1,32768
cifar10-53,5884,cifar10,6,2048
cifar10-54,6125,cifar10,6,2048
cifar10-55,6168,cifar10,8,2048
bert-56,6258,bert,12,384
deepspeech2-57,6450,deepspeech2,6,320
ncf-58,6622,ncf,1,32768
ncf-59,7110,ncf,1,32768
cifar10-60,7347,cifar10,8,2048
yolov3-61,7562,yolov3,4,64
ncf-62,7626,ncf,1,32768
cifar10-63,7803,cifar10,8,2048
deepspeech2-64,7858,deepspeech2,6,320
ncf-65,7906,ncf,1,32768
ncf-66,7931,ncf,1,32768
cifar10-67,7997,cifar10,16,4096
yolov3-68,8037,yolov3,4,64
cifar10-69,8313,cifar10,8,2048
ncf-70,9268,ncf,1,32768
ncf-71,9310,ncf,1,32768
ncf-72,9311,ncf,1,32768
ncf-73,9357,ncf,1,32768
yolov3-74,9391,yolov3,4,64
ncf-75,9513,ncf,1,32768
ncf-76,9582,ncf,1,32768
ncf-77,9612,ncf,1,32768
ncf-78,9715,ncf,1,32768
deepspeech2-79,10033,deepspeech2,8,320
cifar10-80,10317,cifar10,8,2048
cifar10-81,10392,cifar10,12,4096
ncf-82,10565,ncf,1,32768
cifar10-83,10608,cifar10,12,4096
cifar10-84,10653,cifar10,12,4096
cifar10-85,10660,cifar10,16,4096
cifar10-86,10737,cifar10,16,4096
deepspeech2-87,10815,deepspeech2,8,320
cifar10-88,10859,cifar10,16,4096
cifar10-89,10889,cifar10,12,4096
cifar10-90,10975,cifar10,16,4096
cifar10-91,10995,cifar10,16,4096
ncf-92,11060,ncf,1,32768
cifar10-93,11373,cifar10,12,4096
bert-94,11397,bert,6,384
bert-95,11518,bert,16,384
cifar10-96,11532,cifar10,8,2048
cifar10-97,11534,cifar10,6,2048
cifar10-98,11782,cifar10,8,2048
ncf-99,11788,ncf,1,32768
deepspeech2-100,11949,deepspeech2,6,320
ncf-101,11961,ncf,1,32768
ncf-102,11972,ncf,1,32768
yolov3-103,12023,yolov3,4,64
deepspeech2-104,12205,deepspeech2,6,320
ncf-105,12379,ncf,1,32768
cifar10-106,12421,cifar10,16,4096
cifar10-107,12476,cifar10,12,4096
ncf-108,12635,ncf,1,32768
ncf-109,12712,ncf,1,32768
cifar10-110,12971,cifar10,6,2048
ncf-111,13106,ncf,1,32768
deepspeech2-112,13199,deepspeech2,8,320
cifar10-113,13273,cifar10,8,2048
cifar10-114,13282,cifar10,16,4096
ncf-115,13316,ncf,1,32768
deepspeech2-116,13343,deepspeech2,12,640
ncf-117,13457,ncf,1,32768
ncf-118,13554,ncf,1,32768
cifar10-119,13607,cifar10,8,2048
cifar10-120,13734,cifar10,6,2048
ncf-121,13797,ncf,1,32768
ncf-122,13829,ncf,1,32768
yolov3-123,13854,yolov3,4,64
cifar10-124,13938,cifar10,6,2048
yolov3-125,14090,yolov3,4,64
ncf-126,14145,ncf,1,32768
ncf-127,14186,ncf,1,32768
cifar10-128,14205,cifar10,6,2048
ncf-129,14245,ncf,1,32768
ncf-130,14390,ncf,1,32768
ncf-131,14422,ncf,1,32768
bert-132,14499,bert,12,384
cifar10-133,14507,cifar10,16,4096
deepspeech2-134,14530,deepspeech2,6,320
cifar10-135,14589,cifar10,16,4096
cifar10-136,14623,cifar10,12,4096
cifar10-137,14715,cifar10,8,2048
ncf-138,14730,ncf,1,32768
deepspeech2-139,14737,deepspeech2,12,640
ncf-140,14739,ncf,1,32768
ncf-141,14871,ncf,1,32768
ncf-142,14890,ncf,1,32768
ncf-143,14932,ncf,1,32768
deepspeech2-144,14937,deepspeech2,12,640
deepspeech2-145,14992,deepspeech2,12,640
cifar10-146,15132,cifar10,12,4096
ncf-147,15142,ncf,1,32768
ncf-148,15196,ncf,1,32768
yolov3-149,15245,yolov3,4,64
cifar10-150,15340,cifar10,6,2048
bert-151,15419,bert,16,384
deepspeech2-152,15426,deepspeech2,8,320
ncf-153,15735,ncf,1,32768
cifar10-154,15779,cifar10,8,2048
cifar10-155,15835,cifar10,6,2048
bert-156,15863,bert,8,384
ncf-157,15910,ncf,1,32768
cifar10-158,16026,cifar10,6,2048
ncf-159,16067,ncf,1,32768
bert-160,16077,bert,16,384
