name,time,application,num_replicas,batch_size
bert-0,108,bert,8,384
ncf-1,154,ncf,1,32768
cifar10-2,189,cifar10,12,4096
bert-3,413,bert,12,384
cifar10-4,498,cifar10,6,2048
cifar10-5,1107,cifar10,12,4096
ncf-6,1256,ncf,1,32768
bert-7,1324,bert,16,384
ncf-8,1413,ncf,1,32768
yolov3-9,1420,yolov3,4,64
ncf-10,1427,ncf,1,32768
cifar10-11,1491,cifar10,12,4096
ncf-12,1549,ncf,1,32768
ncf-13,1559,ncf,1,32768
cifar10-14,1597,cifar10,16,4096
ncf-15,1609,ncf,1,32768
cifar10-16,1642,cifar10,12,4096
ncf-17,1832,ncf,1,32768
cifar10-18,1908,cifar10,8,2048
ncf-19,1915,ncf,1,32768
cifar10-20,2038,cifar10,16,4096
imagenet-21,2173,imagenet,32,6400
ncf-22,2178,ncf,1,32768
cifar10-23,2200,cifar10,6,2048
ncf-24,2420,ncf,1,32768
ncf-25,2515,ncf,1,32768
ncf-26,2576,ncf,1,32768
imagenet-27,3075,imagenet,48,6400
ncf-28,3115,ncf,1,32768
cifar10-29,3117,cifar10,8,2048
ncf-30,3118,ncf,1,32768
cifar10-31,3341,cifar10,8,2048
bert-32,3346,bert,6,384
ncf-33,3434,ncf,1,32768
ncf-34,3565,ncf,1,32768
cifar10-35,3572,cifar10,8,2048
cifar10-36,3658,cifar10,6,2048
cifar10-37,3715,cifar10,12,4096
ncf-38,3720,ncf,1,32768
cifar10-39,3730,cifar10,16,4096
cifar10-40,3756,cifar10,12,4096
ncf-41,3786,ncf,1,32768
cifar10-42,4101,cifar10,8,2048
cifar10-43,4221,cifar10,16,4096
ncf-44,4265,ncf,1,32768
ncf-45,4276,ncf,1,32768
cifar10-46,4521,cifar10,8,2048
ncf-47,4559,ncf,1,32768
cifar10-48,4631,cifar10,8,2048
cifar10-49,4732,cifar10,6,2048
cifar10-50,4843,cifar10,12,4096
ncf-51,4931,ncf,1,32768
ncf-52,4960,ncf,1,32768
yolov3-53,4970,yolov3,4,64
bert-54,5118,bert,12,384
ncf-55,5144,ncf,1,32768
yolov3-56,5145,yolov3,4,64
cifar10-57,5463,cifar10,12,4096
ncf-58,5532,ncf,1,32768
cifar10-59,5533,cifar10,6,2048
ncf-60,5535,ncf,1,32768
yolov3-61,5676,yolov3,4,64
bert-62,5750,bert,16,384
ncf-63,5776,ncf,1,32768
cifar10-64,5799,cifar10,16,4096
ncf-65,5998,ncf,1,32768
ncf-66,6290,ncf,1,32768
ncf-67,6379,ncf,1,32768
deepspeech2-68,6912,deepspeech2,12,640
ncf-69,6996,ncf,1,32768
cifar10-70,7331,cifar10,6,2048
cifar10-71,7744,cifar10,8,2048
cifar10-72,8143,cifar10,8,2048
cifar10-73,8222,cifar10,16,4096
cifar10-74,8406,cifar10,6,2048
cifar10-75,8448,cifar10,12,4096
cifar10-76,8590,cifar10,12,4096
cifar10-77,8805,cifar10,12,4096
cifar10-78,8917,cifar10,12,4096
ncf-79,8959,ncf,1,32768
ncf-80,9010,ncf,1,32768
cifar10-81,9034,cifar10,6,2048
cifar10-82,9075,cifar10,6,2048
cifar10-83,9418,cifar10,16,4096
ncf-84,9549,ncf,1,32768
ncf-85,9635,ncf,1,32768
ncf-86,9732,ncf,1,32768
ncf-87,10097,ncf,1,32768
ncf-88,10557,ncf,1,32768
cifar10-89,10875,cifar10,12,4096
ncf-90,10881,ncf,1,32768
cifar10-91,10915,cifar10,12,4096
ncf-92,10923,ncf,1,32768
deepspeech2-93,11268,deepspeech2,6,320
ncf-94,11280,ncf,1,32768
deepspeech2-95,11337,deepspeech2,6,320
ncf-96,11418,ncf,1,32768
cifar10-97,12044,cifar10,8,2048
ncf-98,12114,ncf,1,32768
ncf-99,12197,ncf,1,32768
ncf-100,12293,ncf,1,32768
cifar10-101,12294,cifar10,6,2048
ncf-102,12305,ncf,1,32768
cifar10-103,12530,cifar10,6,2048
ncf-104,12731,ncf,1,32768
cifar10-105,13331,cifar10,6,2048
cifar10-106,13332,cifar10,6,2048
cifar10-107,13333,cifar10,16,4096
ncf-108,13414,ncf,1,32768
cifar10-109,13498,cifar10,16,4096
ncf-110,13526,ncf,1,32768
cifar10-111,13746,cifar10,8,2048
deepspeech2-112,13777,deepspeech2,8,320
ncf-113,13807,ncf,1,32768
yolov3-114,13875,yolov3,4,64
cifar10-115,14123,cifar10,8,2048
cifar10-116,14230,cifar10,12,4096
cifar10-117,14253,cifar10,12,4096
cifar10-118,14303,cifar10,8,2048
cifar10-119,14305,cifar10,6,2048
cifar10-120,14372,cifar10,8,2048
cifar10-121,14448,cifar10,8,2048
ncf-122,14457,ncf,1,32768
cifar10-123,14516,cifar10,12,4096
cifar10-124,14537,cifar10,16,4096
ncf-125,14554,ncf,1,32768
ncf-126,14559,ncf,1,32768
cifar10-127,14681,cifar10,6,2048
cifar10-128,14731,cifar10,16,4096
deepspeech2-129,14989,deepspeech2,8,320
yolov3-130,15025,yolov3,4,64
bert-131,15062,bert,6,384
ncf-132,15101,ncf,1,32768
cifar10-133,15101,cifar10,6,2048
ncf-134,15132,ncf,1,32768
cifar10-135,15157,cifar10,16,4096
deepspeech2-136,15168,deepspeech2,8,320
cifar10-137,15196,cifar10,16,4096
cifar10-138,15272,cifar10,8,2048
cifar10-139,15439,cifar10,16,4096
bert-140,15505,bert,12,384
ncf-141,15532,ncf,1,32768
ncf-142,15543,ncf,1,32768
cifar10-143,15659,cifar10,6,2048
yolov3-144,15698,yolov3,4,64
ncf-145,15795,ncf,1,32768
ncf-146,15835,ncf,1,32768
cifar10-147,16005,cifar10,12,4096
ncf-148,16064,ncf,1,32768
ncf-149,16070,ncf,1,32768
deepspeech2-150,16086,deepspeech2,12,640
deepspeech2-151,16120,deepspeech2,12,640
deepspeech2-152,16254,deepspeech2,8,320
ncf-153,16283,ncf,1,32768
ncf-154,16283,ncf,1,32768
cifar10-155,16323,cifar10,16,4096
bert-156,16418,bert,8,384
ncf-157,16446,ncf,1,32768
ncf-158,16519,ncf,1,32768
yolov3-159,16696,yolov3,4,64
cifar10-160,16699,cifar10,6,2048
ncf-161,16710,ncf,1,32768
imagenet-162,16745,imagenet,32,6400
ncf-163,16917,ncf,1,32768
ncf-164,16996,ncf,1,32768
ncf-165,17038,ncf,1,32768
cifar10-166,17098,cifar10,16,4096
imagenet-167,17294,imagenet,24,3200
ncf-168,17420,ncf,1,32768
ncf-169,17452,ncf,1,32768
cifar10-170,17503,cifar10,12,4096
ncf-171,17513,ncf,1,32768
ncf-172,17532,ncf,1,32768
cifar10-173,17552,cifar10,8,2048
deepspeech2-174,17630,deepspeech2,12,640
ncf-175,17662,ncf,1,32768
cifar10-176,17758,cifar10,12,4096
deepspeech2-177,17839,deepspeech2,6,320
cifar10-178,17841,cifar10,6,2048
cifar10-179,17932,cifar10,6,2048
bert-180,17980,bert,8,384
deepspeech2-181,18028,deepspeech2,12,640
cifar10-182,18037,cifar10,16,4096
cifar10-183,18041,cifar10,6,2048
ncf-184,18133,ncf,1,32768
deepspeech2-185,18152,deepspeech2,12,640
ncf-186,18177,ncf,1,32768
deepspeech2-187,18214,deepspeech2,8,320
ncf-188,18380,ncf,1,32768
cifar10-189,18381,cifar10,8,2048
cifar10-190,18401,cifar10,12,4096
cifar10-191,18624,cifar10,16,4096
deepspeech2-192,18696,deepspeech2,8,320
ncf-193,18732,ncf,1,32768
cifar10-194,18739,cifar10,6,2048
cifar10-195,18768,cifar10,12,4096
ncf-196,18836,ncf,1,32768
deepspeech2-197,18849,deepspeech2,8,320
cifar10-198,18877,cifar10,6,2048
ncf-199,18879,ncf,1,32768
cifar10-200,18925,cifar10,16,4096
ncf-201,18939,ncf,1,32768
bert-202,18967,bert,16,384
cifar10-203,18971,cifar10,12,4096
bert-204,18983,bert,6,384
ncf-205,19014,ncf,1,32768
deepspeech2-206,19055,deepspeech2,8,320
cifar10-207,19084,cifar10,16,4096
cifar10-208,19239,cifar10,12,4096
cifar10-209,19284,cifar10,8,2048
cifar10-210,19315,cifar10,12,4096
ncf-211,19340,ncf,1,32768
cifar10-212,19349,cifar10,12,4096
ncf-213,19382,ncf,1,32768
cifar10-214,19537,cifar10,6,2048
ncf-215,19565,ncf,1,32768
deepspeech2-216,19590,deepspeech2,8,320
ncf-217,19605,ncf,1,32768
cifar10-218,19615,cifar10,12,4096
yolov3-219,19855,yolov3,4,64
ncf-220,19975,ncf,1,32768
cifar10-221,20075,cifar10,6,2048
cifar10-222,20086,cifar10,16,4096
cifar10-223,20129,cifar10,6,2048
cifar10-224,20211,cifar10,16,4096
ncf-225,20352,ncf,1,32768
cifar10-226,20381,cifar10,16,4096
yolov3-227,20431,yolov3,4,64
deepspeech2-228,20481,deepspeech2,8,320
cifar10-229,20492,cifar10,12,4096
cifar10-230,20529,cifar10,8,2048
ncf-231,20543,ncf,1,32768
bert-232,20652,bert,12,384
ncf-233,20707,ncf,1,32768
ncf-234,20708,ncf,1,32768
ncf-235,20803,ncf,1,32768
ncf-236,20804,ncf,1,32768
cifar10-237,20823,cifar10,6,2048
cifar10-238,20876,cifar10,8,2048
deepspeech2-239,20879,deepspeech2,12,640
bert-240,20907,bert,8,384
cifar10-241,20932,cifar10,6,2048
cifar10-242,21016,cifar10,12,4096
cifar10-243,21034,cifar10,8,2048
ncf-244,21061,ncf,1,32768
yolov3-245,21108,yolov3,4,64
cifar10-246,21132,cifar10,16,4096
deepspeech2-247,21135,deepspeech2,6,320
ncf-248,21146,ncf,1,32768
cifar10-249,21183,cifar10,16,4096
cifar10-250,21212,cifar10,8,2048
ncf-251,21220,ncf,1,32768
deepspeech2-252,21303,deepspeech2,12,640
ncf-253,21332,ncf,1,32768
ncf-254,21512,ncf,1,32768
deepspeech2-255,21602,deepspeech2,8,320
cifar10-256,21715,cifar10,8,2048
ncf-257,21720,ncf,1,32768
cifar10-258,21777,cifar10,8,2048
ncf-259,21787,ncf,1,32768
bert-260,22492,bert,12,384
cifar10-261,22611,cifar10,8,2048
ncf-262,22673,ncf,1,32768
ncf-263,22713,ncf,1,32768
ncf-264,22764,ncf,1,32768
bert-265,23230,bert,12,384
ncf-266,23271,ncf,1,32768
ncf-267,23530,ncf,1,32768
cifar10-268,23548,cifar10,12,4096
ncf-269,23870,ncf,1,32768
cifar10-270,23929,cifar10,12,4096
cifar10-271,23967,cifar10,12,4096
ncf-272,23981,ncf,1,32768
cifar10-273,24116,cifar10,6,2048
ncf-274,24135,ncf,1,32768
deepspeech2-275,24156,deepspeech2,12,640
ncf-276,24250,ncf,1,32768
ncf-277,24709,ncf,1,32768
ncf-278,24732,ncf,1,32768
cifar10-279,24744,cifar10,6,2048
ncf-280,24828,ncf,1,32768
ncf-281,24835,ncf,1,32768
yolov3-282,25001,yolov3,4,64
ncf-283,25012,ncf,1,32768
cifar10-284,25041,cifar10,16,4096
cifar10-285,25079,cifar10,8,2048
ncf-286,25124,ncf,1,32768
deepspeech2-287,25160,deepspeech2,8,320
cifar10-288,25166,cifar10,16,4096
cifar10-289,25255,cifar10,6,2048
cifar10-290,25262,cifar10,12,4096
yolov3-291,25344,yolov3,4,64
bert-292,25358,bert,16,384
ncf-293,25573,ncf,1,32768
cifar10-294,25585,cifar10,16,4096
cifar10-295,25587,cifar10,6,2048
ncf-296,25591,ncf,1,32768
cifar10-297,25640,cifar10,12,4096
cifar10-298,25652,cifar10,12,4096
ncf-299,25854,ncf,1,32768
cifar10-300,25876,cifar10,6,2048
ncf-301,25901,ncf,1,32768
deepspeech2-302,25952,deepspeech2,6,320
ncf-303,26081,ncf,1,32768
cifar10-304,26092,cifar10,8,2048
cifar10-305,26149,cifar10,16,4096
ncf-306,26190,ncf,1,32768
cifar10-307,26226,cifar10,6,2048
ncf-308,26311,ncf,1,32768
deepspeech2-309,26533,deepspeech2,12,640
cifar10-310,26873,cifar10,8,2048
ncf-311,27115,ncf,1,32768
ncf-312,27131,ncf,1,32768
ncf-313,27665,ncf,1,32768
bert-314,27920,bert,6,384
cifar10-315,28110,cifar10,8,2048
deepspeech2-316,28254,deepspeech2,8,320
ncf-317,28319,ncf,1,32768
ncf-318,28625,ncf,1,32768
ncf-319,28770,ncf,1,32768
