name,time,application,num_replicas,batch_size
cifar10-0,16,cifar10,12,4096
yolov3-1,167,yolov3,4,64
cifar10-2,181,cifar10,12,4096
cifar10-3,516,cifar10,8,2048
cifar10-4,582,cifar10,12,4096
cifar10-5,585,cifar10,6,2048
ncf-6,589,ncf,1,32768
bert-7,728,bert,12,384
bert-8,1133,bert,16,384
deepspeech2-9,1234,deepspeech2,12,640
ncf-10,1286,ncf,1,32768
cifar10-11,1296,cifar10,16,4096
cifar10-12,1433,cifar10,6,2048
cifar10-13,1433,cifar10,6,2048
cifar10-14,1468,cifar10,8,2048
ncf-15,1506,ncf,1,32768
bert-16,1537,bert,12,384
ncf-17,1621,ncf,1,32768
yolov3-18,1672,yolov3,4,64
ncf-19,1688,ncf,1,32768
ncf-20,1812,ncf,1,32768
cifar10-21,1915,cifar10,6,2048
ncf-22,2041,ncf,1,32768
ncf-23,2070,ncf,1,32768
ncf-24,2150,ncf,1,32768
imagenet-25,2260,imagenet,24,3200
cifar10-26,2268,cifar10,6,2048
cifar10-27,2410,cifar10,16,4096
cifar10-28,2530,cifar10,16,4096
cifar10-29,2590,cifar10,8,2048
ncf-30,2702,ncf,1,32768
cifar10-31,2856,cifar10,6,2048
ncf-32,3116,ncf,1,32768
deepspeech2-33,3237,deepspeech2,8,320
cifar10-34,3317,cifar10,6,2048
ncf-35,3407,ncf,1,32768
ncf-36,3464,ncf,1,32768
cifar10-37,3659,cifar10,12,4096
ncf-38,3788,ncf,1,32768
deepspeech2-39,3901,deepspeech2,12,640
imagenet-40,3942,imagenet,48,6400
cifar10-41,4021,cifar10,16,4096
yolov3-42,4038,yolov3,4,64
cifar10-43,4050,cifar10,16,4096
cifar10-44,4170,cifar10,16,4096
cifar10-45,4199,cifar10,8,2048
cifar10-46,4230,cifar10,8,2048
cifar10-47,4263,cifar10,6,2048
ncf-48,4288,ncf,1,32768
ncf-49,4292,ncf,1,32768
yolov3-50,4334,yolov3,4,64
cifar10-51,4384,cifar10,8,2048
cifar10-52,4387,cifar10,6,2048
ncf-53,4404,ncf,1,32768
ncf-54,4513,ncf,1,32768
ncf-55,4646,ncf,1,32768
ncf-56,4892,ncf,1,32768
cifar10-57,4930,cifar10,16,4096
bert-58,4938,bert,8,384
yolov3-59,5169,yolov3,4,64
cifar10-60,5202,cifar10,6,2048
cifar10-61,5206,cifar10,8,2048
ncf-62,5367,ncf,1,32768
ncf-63,5532,ncf,1,32768
cifar10-64,5533,cifar10,8,2048
ncf-65,5591,ncf,1,32768
deepspeech2-66,5892,deepspeech2,6,320
imagenet-67,5955,imagenet,48,6400
ncf-68,6015,ncf,1,32768
cifar10-69,6185,cifar10,6,2048
cifar10-70,6851,cifar10,16,4096
cifar10-71,7070,cifar10,16,4096
bert-72,7152,bert,8,384
cifar10-73,7271,cifar10,8,2048
ncf-74,7319,ncf,1,32768
ncf-75,7664,ncf,1,32768
cifar10-76,7713,cifar10,6,2048
ncf-77,8183,ncf,1,32768
cifar10-78,8526,cifar10,6,2048
cifar10-79,8880,cifar10,8,2048
cifar10-80,8907,cifar10,16,4096
cifar10-81,8943,cifar10,6,2048
cifar10-82,9114,cifar10,16,4096
cifar10-83,9115,cifar10,8,2048
ncf-84,9164,ncf,1,32768
