name,time,application,num_replicas,batch_size
ncf-0,32,ncf,1,32768
bert-1,108,bert,12,384
cifar10-2,131,cifar10,8,2048
cifar10-3,132,cifar10,6,2048
cifar10-4,285,cifar10,8,2048
cifar10-5,397,cifar10,12,4096
cifar10-6,505,cifar10,16,4096
cifar10-7,522,cifar10,12,4096
cifar10-8,574,cifar10,16,4096
cifar10-9,642,cifar10,8,2048
bert-10,772,bert,16,384
bert-11,812,bert,6,384
ncf-12,848,ncf,1,32768
ncf-13,916,ncf,1,32768
cifar10-14,980,cifar10,8,2048
cifar10-15,1076,cifar10,12,4096
cifar10-16,1397,cifar10,16,4096
cifar10-17,1437,cifar10,6,2048
ncf-18,1516,ncf,1,32768
cifar10-19,1585,cifar10,8,2048
cifar10-20,1606,cifar10,8,2048
ncf-21,1646,ncf,1,32768
cifar10-22,1728,cifar10,6,2048
cifar10-23,1908,cifar10,16,4096
bert-24,2126,bert,12,384
cifar10-25,2265,cifar10,8,2048
cifar10-26,2285,cifar10,16,4096
cifar10-27,2440,cifar10,16,4096
cifar10-28,2531,cifar10,6,2048
ncf-29,2532,ncf,1,32768
cifar10-30,2686,cifar10,16,4096
cifar10-31,2712,cifar10,6,2048
deepspeech2-32,2931,deepspeech2,6,320
ncf-33,3132,ncf,1,32768
ncf-34,3500,ncf,1,32768
ncf-35,3659,ncf,1,32768
ncf-36,3699,ncf,1,32768
cifar10-37,3714,cifar10,16,4096
cifar10-38,3788,cifar10,8,2048
yolov3-39,4001,yolov3,4,64
cifar10-40,4081,cifar10,16,4096
ncf-41,4089,ncf,1,32768
ncf-42,4162,ncf,1,32768
ncf-43,4296,ncf,1,32768
cifar10-44,4315,cifar10,6,2048
ncf-45,4316,ncf,1,32768
cifar10-46,4317,cifar10,6,2048
ncf-47,4353,ncf,1,32768
cifar10-48,4935,cifar10,16,4096
imagenet-49,5021,imagenet,32,6400
cifar10-50,5207,cifar10,8,2048
cifar10-51,5495,cifar10,8,2048
ncf-52,5627,ncf,1,32768
deepspeech2-53,5995,deepspeech2,6,320
ncf-54,6014,ncf,1,32768
yolov3-55,6114,yolov3,4,64
cifar10-56,6131,cifar10,6,2048
ncf-57,6394,ncf,1,32768
ncf-58,6842,ncf,1,32768
cifar10-59,6907,cifar10,6,2048
ncf-60,6963,ncf,1,32768
bert-61,7153,bert,16,384
ncf-62,7165,ncf,1,32768
ncf-63,7392,ncf,1,32768
cifar10-64,7464,cifar10,6,2048
yolov3-65,7516,yolov3,4,64
cifar10-66,7629,cifar10,6,2048
cifar10-67,7899,cifar10,8,2048
cifar10-68,7933,cifar10,6,2048
ncf-69,7994,ncf,1,32768
cifar10-70,8363,cifar10,8,2048
cifar10-71,8387,cifar10,12,4096
ncf-72,8450,ncf,1,32768
cifar10-73,8480,cifar10,8,2048
ncf-74,8537,ncf,1,32768
ncf-75,8617,ncf,1,32768
ncf-76,9037,ncf,1,32768
cifar10-77,9075,cifar10,6,2048
cifar10-78,9155,cifar10,6,2048
bert-79,9267,bert,8,384
deepspeech2-80,9428,deepspeech2,12,640
ncf-81,9646,ncf,1,32768
ncf-82,9727,ncf,1,32768
cifar10-83,9882,cifar10,6,2048
ncf-84,10331,ncf,1,32768
ncf-85,10529,ncf,1,32768
cifar10-86,10550,cifar10,6,2048
cifar10-87,10599,cifar10,8,2048
cifar10-88,10705,cifar10,8,2048
ncf-89,10768,ncf,1,32768
ncf-90,10916,ncf,1,32768
ncf-91,10930,ncf,1,32768
ncf-92,11092,ncf,1,32768
ncf-93,11332,ncf,1,32768
bert-94,11449,bert,16,384
ncf-95,11551,ncf,1,32768
ncf-96,11586,ncf,1,32768
ncf-97,11695,ncf,1,32768
ncf-98,11695,ncf,1,32768
ncf-99,12133,ncf,1,32768
cifar10-100,12185,cifar10,12,4096
cifar10-101,12239,cifar10,12,4096
yolov3-102,12641,yolov3,4,64
