name,time,application,num_replicas,batch_size
ncf-0,29,ncf,1,32768
cifar10-1,107,cifar10,6,2048
deepspeech2-2,110,deepspeech2,6,320
cifar10-3,118,cifar10,16,4096
deepspeech2-4,126,deepspeech2,6,320
ncf-5,135,ncf,1,32768
deepspeech2-6,262,deepspeech2,12,640
cifar10-7,356,cifar10,16,4096
ncf-8,383,ncf,1,32768
bert-9,543,bert,6,384
ncf-10,839,ncf,1,32768
ncf-11,1131,ncf,1,32768
ncf-12,1282,ncf,1,32768
ncf-13,1331,ncf,1,32768
cifar10-14,1332,cifar10,12,4096
ncf-15,1453,ncf,1,32768
ncf-16,1489,ncf,1,32768
cifar10-17,1496,cifar10,6,2048
imagenet-18,1604,imagenet,32,6400
cifar10-19,1611,cifar10,8,2048
imagenet-20,1723,imagenet,24,3200
cifar10-21,1740,cifar10,12,4096
ncf-22,1746,ncf,1,32768
cifar10-23,1778,cifar10,16,4096
cifar10-24,1896,cifar10,6,2048
cifar10-25,1932,cifar10,16,4096
ncf-26,2308,ncf,1,32768
cifar10-27,2354,cifar10,12,4096
ncf-28,2420,ncf,1,32768
cifar10-29,2515,cifar10,6,2048
bert-30,2577,bert,16,384
ncf-31,2615,ncf,1,32768
bert-32,2740,bert,12,384
ncf-33,2862,ncf,1,32768
cifar10-34,2925,cifar10,8,2048
ncf-35,3068,ncf,1,32768
cifar10-36,3378,cifar10,12,4096
cifar10-37,3413,cifar10,16,4096
ncf-38,3488,ncf,1,32768
cifar10-39,3716,cifar10,8,2048
deepspeech2-40,3917,deepspeech2,12,640
cifar10-41,4271,cifar10,6,2048
ncf-42,4277,ncf,1,32768
ncf-43,4287,ncf,1,32768
ncf-44,4315,ncf,1,32768
ncf-45,4315,ncf,1,32768
cifar10-46,4326,cifar10,8,2048
ncf-47,4339,ncf,1,32768
ncf-48,4380,ncf,1,32768
cifar10-49,4407,cifar10,12,4096
ncf-50,4629,ncf,1,32768
cifar10-51,4734,cifar10,6,2048
ncf-52,4757,ncf,1,32768
ncf-53,4848,ncf,1,32768
deepspeech2-54,4927,deepspeech2,12,640
cifar10-55,4931,cifar10,6,2048
ncf-56,4936,ncf,1,32768
yolov3-57,5039,yolov3,4,64
cifar10-58,5094,cifar10,6,2048
ncf-59,5424,ncf,1,32768
cifar10-60,5752,cifar10,8,2048
imagenet-61,5774,imagenet,32,6400
bert-62,5813,bert,12,384
cifar10-63,5841,cifar10,8,2048
ncf-64,5880,ncf,1,32768
ncf-65,5995,ncf,1,32768
ncf-66,6103,ncf,1,32768
ncf-67,6324,ncf,1,32768
yolov3-68,6357,yolov3,4,64
ncf-69,6487,ncf,1,32768
ncf-70,6561,ncf,1,32768
cifar10-71,6701,cifar10,12,4096
cifar10-72,6732,cifar10,8,2048
cifar10-73,6899,cifar10,6,2048
cifar10-74,7025,cifar10,12,4096
ncf-75,7080,ncf,1,32768
deepspeech2-76,7312,deepspeech2,12,640
ncf-77,7331,ncf,1,32768
ncf-78,7332,ncf,1,32768
ncf-79,7333,ncf,1,32768
ncf-80,7744,ncf,1,32768
cifar10-81,7974,cifar10,12,4096
cifar10-82,8223,cifar10,8,2048
ncf-83,8413,ncf,1,32768
cifar10-84,8515,cifar10,12,4096
cifar10-85,8817,cifar10,16,4096
ncf-86,8825,ncf,1,32768
ncf-87,9114,ncf,1,32768
cifar10-88,9202,cifar10,6,2048
ncf-89,9279,ncf,1,32768
cifar10-90,9727,cifar10,12,4096
ncf-91,9734,ncf,1,32768
