num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,32,0.14090566635131835,0.09941204528808593
6,6,45,0.1393126964569092,0.09045788574218751
6,6,64,0.14154329299926757,0.08347023162841796
6,6,91,0.146325945854187,0.07243417358398438
6,6,129,0.16037099361419677,0.056363967895507815
6,6,182,0.18234894275665284,0.04342588195800782
6,6,257,0.21635897159576417,0.023100806427001953
6,6,363,0.2707310676574707,0.004500848007202149
6,6,513,0.3786344051361084,0.004696985578536988
6,6,725,0.5186894416809082,0.00497042555809021
6,6,1024,0.731536728995187,0.004750962325504848
8,8,32,0.1917647361755371,0.14991242904663088
8,8,45,0.1656409978866577,0.1164107452392578
8,8,64,0.16898205280303955,0.11015904541015627
8,8,91,0.17381632328033447,0.09906598358154296
8,8,129,0.18294100761413573,0.07693228149414062
8,8,182,0.20243172645568847,0.05815478706359863
8,8,257,0.23909122943878175,0.03855934104919433
8,8,363,0.3089703321456909,0.02908317074775696
8,8,513,0.40379884243011477,0.005920259189605713
8,8,725,0.5617498670305524,0.006232786178588866
8,8,1024,0.7932618141174317,0.006006220912933349
12,12,32,0.22028796672821044,0.17862187805175783
12,12,45,0.1781407117843628,0.12942379302978516
12,12,64,0.1985102891921997,0.14023407974243166
12,12,91,0.18621232509613037,0.11261734466552734
12,12,129,0.19299001693725587,0.08817440032958984
12,12,182,0.2086189031600952,0.07067937698364257
12,12,257,0.2462613344192505,0.04997484130859375
12,12,363,0.29028096199035647,0.02749389743804932
12,12,513,0.3971783774239676,0.029314317703247068
12,12,725,0.5596789717674255,0.05707316017150879
12,12,1024,0.7788995901743571,0.06602890523274739
16,16,32,0.17200856208801268,0.1304793022155762
16,16,45,0.2270751953125,0.1785659225463867
16,16,64,0.20568325519561767,0.14725531463623048
16,16,91,0.20129132270812988,0.12635655364990236
16,16,129,0.18757269382476807,0.07826013793945312
16,16,182,0.22646563053131102,0.08505041313171388
16,16,257,0.2386932849884033,0.038367731094360355
16,16,363,0.289832523890904,0.008292068549564905
16,16,513,0.4053955078125,0.01158280963897705
16,16,725,0.5740173657735189,0.017128629366556805
16,20,32,0.17964954376220704,0.1369471450805664
16,20,45,0.18512799739837646,0.13618224334716794
16,20,64,0.18426711559295655,0.12504567489624024
16,20,91,0.22977659702301026,0.15408424453735353
16,20,129,0.19706196784973146,0.08760625839233399
16,20,182,0.23502416610717775,0.08820067939758301
16,20,257,0.2536573112010956,0.047109932422637946
16,20,363,0.33626704216003417,0.04799379796981811
16,20,513,0.4166120688120524,0.0071748692194620765
12,14,32,0.17981107234954835,0.13848948822021484
12,14,45,0.18163821697235108,0.13284173889160156
12,14,64,0.18781795501708984,0.12986012573242187
12,14,91,0.22435505390167237,0.15061122665405274
12,14,129,0.22102680206298828,0.11620327682495117
12,14,182,0.23528950214385985,0.09873922119140627
12,14,257,0.2590975046157837,0.06661840133666992
12,14,363,0.3051305413246155,0.043952068328857424
12,14,513,0.4264547348022461,0.05591630783081055
12,14,725,0.5980008443196615,0.09459720357259115
12,16,32,0.21136510372161865,0.1699604820251465
12,16,45,0.16619656085968018,0.11760853424072266
12,16,64,0.17475547790527343,0.11694906921386719
12,16,91,0.17590315341949464,0.10223387832641602
12,16,129,0.1875072717666626,0.08238975372314453
12,16,182,0.20458872318267823,0.06771574020385741
12,16,257,0.24310123920440674,0.04917854614257812
12,16,363,0.2972150870731899,0.03162409128461565
12,16,513,0.40912680625915526,0.03500559997558594
12,16,725,0.5756311416625977,0.07033373896280924
16,24,32,0.19561941623687745,0.15394165954589842
16,24,45,0.16921658515930177,0.12007488021850585
16,24,64,0.19817979335784913,0.1398786506652832
16,24,91,0.1795506954193115,0.10580779571533203
16,24,129,0.2201474666595459,0.11618196334838868
16,24,182,0.23874289989471437,0.09700103759765626
16,24,257,0.25316269057137625,0.05636648232596262
16,24,363,0.30156779289245605,0.030766319751739504
16,24,513,0.3998879591623942,0.02158873558044434
8,10,32,0.13349125385284424,0.09201377563476562
8,10,45,0.13116164207458497,0.08226107177734375
8,10,64,0.1361037015914917,0.07812536239624024
8,10,91,0.13863513469696045,0.06439379920959473
8,10,129,0.15801758766174318,0.056041878890991215
8,10,182,0.17425785064697266,0.037699792480468744
8,10,257,0.2116307497024536,0.01570037112236023
8,10,363,0.2860612154006958,0.026960623931884763
8,10,513,0.3876321017742157,0.02193710792064667
8,10,725,0.5386080741882324,0.040471295928955084
8,10,1024,0.7633185386657715,0.0691980578104655
6,7,32,0.14091217517852783,0.09934541702270508
6,7,45,0.1453402519226074,0.09665948104858399
6,7,64,0.14309442043304443,0.08498833312988283
6,7,91,0.1497664451599121,0.07608534393310547
6,7,129,0.16147947311401367,0.058296455001831046
6,7,182,0.18293275833129882,0.04871471366882324
6,7,257,0.21850132942199707,0.02746963214874267
6,7,363,0.28399717807769775,0.02282839984893799
6,7,513,0.4003526926040649,0.042953980255126964
6,7,725,0.5563458800315857,0.05691539669036865
6,7,1024,0.7849454879760742,0.06676439666748046
6,8,32,0.14016461372375488,0.09868747558593749
6,8,45,0.14719088077545167,0.09842853469848634
6,8,64,0.14815683364868165,0.09025031127929686
6,8,91,0.15281891822814941,0.07896854705810548
6,8,129,0.17903439998626708,0.07589383354187013
6,8,182,0.2031799077987671,0.06743833618164062
6,8,257,0.2230376958847046,0.033889337348937995
6,8,363,0.28364062309265137,0.025135747337341308
6,8,513,0.40048696994781496,0.04039925689697266
6,8,725,0.5681895528520856,0.07787878799438476
6,8,1024,0.7836848258972168,0.09635306243896485
8,12,32,0.18158864974975586,0.13985817108154294
8,12,45,0.17866730690002441,0.13018901596069335
8,12,64,0.1850423812866211,0.1272075340270996
8,12,91,0.16513206958770751,0.09069228668212892
8,12,129,0.16963164806365966,0.06565240325927735
8,12,182,0.1882753849029541,0.05205866203308106
8,12,257,0.22389473915100097,0.02622980804443359
8,12,363,0.2936927080154419,0.028546569442749015
8,12,513,0.41639682224818636,0.045669376373291014
8,12,725,0.5914331674575806,0.08272049522399902
8,12,1024,0.8686549663543701,0.1408592987060547
12,20,32,0.2238767385482788,0.18189637298583985
12,20,45,0.2077116012573242,0.15881328811645506
12,20,64,0.21779148578643798,0.15935664291381837
12,20,91,0.2112933874130249,0.1353590606689453
12,20,129,0.2177785873413086,0.10903707885742189
12,20,182,0.2287501335144043,0.08555656051635743
12,20,257,0.27337706089019775,0.0748444323539734
12,20,363,0.333420467376709,0.05759299850463867
12,20,513,0.4715793927510579,0.07824309094746908
16,28,32,0.19483296871185302,0.15300461654663083
16,28,45,0.16971995830535888,0.12105907135009766
16,28,64,0.19477481842041017,0.135308073425293
16,28,91,0.17963430881500245,0.10427925415039063
16,28,129,0.18779537677764893,0.0816111747741699
16,28,182,0.20780521631240845,0.06162353992462158
16,28,257,0.23981943130493164,0.030456748580932613
16,28,363,0.2946033477783203,0.010952053070068359
6,10,32,0.16063389778137208,0.11919607238769533
6,10,45,0.14878344535827637,0.09956595916748048
6,10,64,0.171541428565979,0.11185812225341796
6,10,91,0.15961477756500245,0.0833126953125
6,10,129,0.19243297576904297,0.08351341400146485
6,10,182,0.21220717430114747,0.06466283111572266
6,10,257,0.2523365497589111,0.0462151840209961
6,10,363,0.3015270709991455,0.009022207975387574
6,10,513,0.4185178577899933,0.005633695960044861
6,10,725,0.5940468311309814,0.005456217575073243
6,10,1024,0.8273173967997233,0.00617082675298055
8,14,32,0.1621486186981201,0.11999108734130862
8,14,45,0.16375763416290284,0.11446751403808593
8,14,64,0.16564741134643554,0.1060551170349121
8,14,91,0.18825771808624267,0.11112507781982421
8,14,129,0.1806197166442871,0.06807539253234862
8,14,182,0.19254848957061768,0.042786105728149414
8,14,257,0.2350332498550415,0.014856713676452638
8,14,363,0.30186769366264343,0.015308640003204347
8,14,513,0.42907137870788575,0.012152486324310301
8,14,725,0.6017587979634603,0.008993653615315756
6,12,32,0.18476543426513672,0.14221651077270508
6,12,45,0.1656944751739502,0.11595830078125
6,12,64,0.17172572612762452,0.11179792556762695
6,12,91,0.17081406116485595,0.09368437423706052
6,12,129,0.17710323333740235,0.06672363204956054
6,12,182,0.2032240152359009,0.05157833290100098
6,12,257,0.23727998733520508,0.026781750106811525
6,12,363,0.2954296112060547,0.005132176065444946
6,12,513,0.4466039793831961,0.026651739529200958
6,12,725,0.5986681580543518,0.010175343751907349
6,12,1024,0.8325454394022623,0.025405492782592774
8,16,32,0.19060187339782714,0.14818760833740235
8,16,45,0.1953371524810791,0.14626988372802735
8,16,64,0.18460748195648194,0.1259464988708496
8,16,91,0.16119978427886963,0.0874467399597168
8,16,129,0.17480340003967285,0.07114031066894531
8,16,182,0.19991371631622315,0.06318542633056641
8,16,257,0.25947372913360595,0.06831439361572265
8,16,363,0.3046351841517857,0.046095350537981306
8,16,513,0.4222198486328125,0.06738498001098632
8,16,725,0.5988128980000814,0.10282138570149739
12,24,32,0.24077217578887938,0.19888751983642577
12,24,45,0.25310888290405276,0.20435697860717772
12,24,64,0.1813378095626831,0.12313546829223632
12,24,91,0.20028297901153563,0.12652611389160157
12,24,129,0.19327588081359864,0.09042309799194337
12,24,182,0.21434624195098878,0.07810519714355468
12,24,257,0.24879697390965053,0.05131170763288225
12,24,363,0.35509192943573,0.08746314573287964
12,24,513,0.4213093121846517,0.05025895563761393
16,32,32,0.18547704219818115,0.1435028594970703
16,32,45,0.20524423122406005,0.1551828239440918
16,32,64,0.19046130180358886,0.13212068023681645
16,32,91,0.17748579978942872,0.10366118392944335
16,32,129,0.18714113235473634,0.08228666534423829
16,32,182,0.20405030250549316,0.06389098031180244
16,32,257,0.2742606163024902,0.07493765106201172
16,32,363,0.30797139803568524,0.04629456075032553
12,28,32,0.24155118465423583,0.17815528564453126
