name,time,application,num_replicas,batch_size
cifar10-0,53,cifar10,6,2048
cifar10-1,105,cifar10,8,2048
cifar10-2,154,cifar10,6,2048
deepspeech2-3,326,deepspeech2,8,320
cifar10-4,368,cifar10,16,4096
ncf-5,386,ncf,1,32768
bert-6,735,bert,8,384
cifar10-7,1260,cifar10,12,4096
deepspeech2-8,1286,deepspeech2,12,640
cifar10-9,1315,cifar10,12,4096
cifar10-10,1500,cifar10,12,4096
ncf-11,1585,ncf,1,32768
ncf-12,1635,ncf,1,32768
ncf-13,1817,ncf,1,32768
cifar10-14,1916,cifar10,6,2048
ncf-15,1924,ncf,1,32768
cifar10-16,1930,cifar10,6,2048
ncf-17,1934,ncf,1,32768
cifar10-18,1935,cifar10,6,2048
bert-19,2438,bert,6,384
cifar10-20,2518,cifar10,6,2048
ncf-21,2535,ncf,1,32768
bert-22,2735,bert,16,384
imagenet-23,2810,imagenet,24,3200
ncf-24,2850,ncf,1,32768
cifar10-25,3006,cifar10,8,2048
cifar10-26,3073,cifar10,8,2048
cifar10-27,3107,cifar10,8,2048
ncf-28,3133,ncf,1,32768
cifar10-29,3168,cifar10,12,4096
cifar10-30,3181,cifar10,12,4096
deepspeech2-31,3223,deepspeech2,6,320
ncf-32,3403,ncf,1,32768
cifar10-33,3455,cifar10,16,4096
imagenet-34,3472,imagenet,24,3200
deepspeech2-35,3557,deepspeech2,6,320
cifar10-36,3621,cifar10,8,2048
cifar10-37,3687,cifar10,16,4096
cifar10-38,3733,cifar10,12,4096
cifar10-39,4003,cifar10,12,4096
cifar10-40,4007,cifar10,8,2048
ncf-41,4078,ncf,1,32768
cifar10-42,4101,cifar10,16,4096
ncf-43,4267,ncf,1,32768
cifar10-44,4296,cifar10,16,4096
cifar10-45,4330,cifar10,6,2048
yolov3-46,4334,yolov3,4,64
ncf-47,4917,ncf,1,32768
ncf-48,4948,ncf,1,32768
ncf-49,4949,ncf,1,32768
cifar10-50,4955,cifar10,16,4096
cifar10-51,5172,cifar10,12,4096
cifar10-52,5263,cifar10,16,4096
cifar10-53,5277,cifar10,12,4096
cifar10-54,5285,cifar10,6,2048
ncf-55,6115,ncf,1,32768
cifar10-56,6136,cifar10,16,4096
ncf-57,6263,ncf,1,32768
ncf-58,6324,ncf,1,32768
deepspeech2-59,6406,deepspeech2,8,320
ncf-60,6731,ncf,1,32768
cifar10-61,6779,cifar10,12,4096
ncf-62,6897,ncf,1,32768
cifar10-63,7752,cifar10,8,2048
cifar10-64,8190,cifar10,16,4096
cifar10-65,8287,cifar10,6,2048
cifar10-66,8444,cifar10,6,2048
bert-67,8474,bert,6,384
ncf-68,8532,ncf,1,32768
cifar10-69,8614,cifar10,16,4096
yolov3-70,9122,yolov3,4,64
yolov3-71,9226,yolov3,4,64
yolov3-72,9550,yolov3,4,64
yolov3-73,9612,yolov3,4,64
ncf-74,9732,ncf,1,32768
ncf-75,9876,ncf,1,32768
bert-76,10151,bert,6,384
ncf-77,10318,ncf,1,32768
ncf-78,10319,ncf,1,32768
ncf-79,11033,ncf,1,32768
