name,time,application,num_replicas,batch_size
bert-0,158,bert,12,384
ncf-1,715,ncf,1,32768
ncf-2,791,ncf,1,32768
cifar10-3,1151,cifar10,12,4096
cifar10-4,1315,cifar10,12,4096
ncf-5,1335,ncf,1,32768
deepspeech2-6,1386,deepspeech2,6,320
ncf-7,1437,ncf,1,32768
deepspeech2-8,1454,deepspeech2,8,320
ncf-9,1641,ncf,1,32768
ncf-10,1753,ncf,1,32768
cifar10-11,1855,cifar10,8,2048
ncf-12,1931,ncf,1,32768
ncf-13,1932,ncf,1,32768
cifar10-14,1937,cifar10,16,4096
ncf-15,1955,ncf,1,32768
bert-16,2957,bert,6,384
ncf-17,3114,ncf,1,32768
cifar10-18,3143,cifar10,6,2048
cifar10-19,3159,cifar10,16,4096
cifar10-20,3189,cifar10,6,2048
yolov3-21,3387,yolov3,4,64
cifar10-22,3701,cifar10,6,2048
ncf-23,3789,ncf,1,32768
ncf-24,3892,ncf,1,32768
ncf-25,4015,ncf,1,32768
deepspeech2-26,4025,deepspeech2,6,320
cifar10-27,4096,cifar10,6,2048
ncf-28,4232,ncf,1,32768
ncf-29,4252,ncf,1,32768
ncf-30,4305,ncf,1,32768
cifar10-31,4680,cifar10,8,2048
cifar10-32,4966,cifar10,6,2048
cifar10-33,4993,cifar10,8,2048
ncf-34,5125,ncf,1,32768
yolov3-35,5439,yolov3,4,64
cifar10-36,5533,cifar10,12,4096
cifar10-37,5693,cifar10,6,2048
ncf-38,5968,ncf,1,32768
cifar10-39,6029,cifar10,12,4096
ncf-40,6047,ncf,1,32768
ncf-41,6117,ncf,1,32768
deepspeech2-42,6211,deepspeech2,12,640
deepspeech2-43,6570,deepspeech2,8,320
cifar10-44,6585,cifar10,16,4096
ncf-45,6732,ncf,1,32768
cifar10-46,7070,cifar10,12,4096
ncf-47,7188,ncf,1,32768
ncf-48,7331,ncf,1,32768
ncf-49,7332,ncf,1,32768
ncf-50,7736,ncf,1,32768
cifar10-51,8074,cifar10,6,2048
deepspeech2-52,8268,deepspeech2,6,320
cifar10-53,8517,cifar10,8,2048
cifar10-54,8635,cifar10,16,4096
ncf-55,9115,ncf,1,32768
cifar10-56,10052,cifar10,12,4096
ncf-57,10315,ncf,1,32768
cifar10-58,10577,cifar10,16,4096
cifar10-59,10666,cifar10,6,2048
yolov3-60,10785,yolov3,4,64
cifar10-61,10915,cifar10,6,2048
cifar10-62,10917,cifar10,8,2048
deepspeech2-63,11222,deepspeech2,6,320
ncf-64,11281,ncf,1,32768
yolov3-65,11314,yolov3,4,64
yolov3-66,11487,yolov3,4,64
yolov3-67,11554,yolov3,4,64
ncf-68,11582,ncf,1,32768
cifar10-69,11646,cifar10,16,4096
cifar10-70,11929,cifar10,6,2048
cifar10-71,12117,cifar10,12,4096
cifar10-72,12159,cifar10,12,4096
yolov3-73,12282,yolov3,4,64
cifar10-74,12660,cifar10,8,2048
ncf-75,13008,ncf,1,32768
ncf-76,13071,ncf,1,32768
ncf-77,13118,ncf,1,32768
ncf-78,13163,ncf,1,32768
ncf-79,13307,ncf,1,32768
deepspeech2-80,13449,deepspeech2,12,640
ncf-81,13458,ncf,1,32768
ncf-82,13497,ncf,1,32768
cifar10-83,13506,cifar10,16,4096
ncf-84,13632,ncf,1,32768
ncf-85,13674,ncf,1,32768
cifar10-86,13712,cifar10,12,4096
ncf-87,13793,ncf,1,32768
ncf-88,13958,ncf,1,32768
cifar10-89,14020,cifar10,16,4096
cifar10-90,14041,cifar10,12,4096
cifar10-91,14059,cifar10,12,4096
ncf-92,14094,ncf,1,32768
cifar10-93,14141,cifar10,8,2048
ncf-94,14166,ncf,1,32768
cifar10-95,14172,cifar10,12,4096
ncf-96,14322,ncf,1,32768
cifar10-97,14400,cifar10,16,4096
bert-98,14426,bert,12,384
ncf-99,14477,ncf,1,32768
cifar10-100,14478,cifar10,12,4096
ncf-101,14515,ncf,1,32768
ncf-102,14532,ncf,1,32768
ncf-103,14536,ncf,1,32768
bert-104,14711,bert,6,384
deepspeech2-105,14766,deepspeech2,12,640
cifar10-106,14906,cifar10,6,2048
cifar10-107,14926,cifar10,6,2048
bert-108,15016,bert,16,384
deepspeech2-109,15048,deepspeech2,12,640
yolov3-110,15127,yolov3,4,64
yolov3-111,15569,yolov3,4,64
ncf-112,16581,ncf,1,32768
yolov3-113,16667,yolov3,4,64
cifar10-114,16914,cifar10,6,2048
ncf-115,16935,ncf,1,32768
cifar10-116,16974,cifar10,12,4096
ncf-117,17062,ncf,1,32768
bert-118,17166,bert,12,384
deepspeech2-119,17515,deepspeech2,8,320
ncf-120,17552,ncf,1,32768
bert-121,17646,bert,16,384
cifar10-122,17699,cifar10,6,2048
ncf-123,17804,ncf,1,32768
deepspeech2-124,17817,deepspeech2,8,320
ncf-125,17941,ncf,1,32768
deepspeech2-126,17968,deepspeech2,12,640
deepspeech2-127,17968,deepspeech2,6,320
ncf-128,17974,ncf,1,32768
ncf-129,18115,ncf,1,32768
cifar10-130,18116,cifar10,12,4096
bert-131,18180,bert,12,384
cifar10-132,18227,cifar10,12,4096
ncf-133,18543,ncf,1,32768
ncf-134,18749,ncf,1,32768
yolov3-135,18756,yolov3,4,64
deepspeech2-136,18886,deepspeech2,12,640
bert-137,18922,bert,6,384
deepspeech2-138,18929,deepspeech2,12,640
deepspeech2-139,18985,deepspeech2,8,320
bert-140,19037,bert,12,384
ncf-141,19074,ncf,1,32768
deepspeech2-142,19298,deepspeech2,12,640
ncf-143,19362,ncf,1,32768
cifar10-144,19384,cifar10,8,2048
ncf-145,19420,ncf,1,32768
ncf-146,19434,ncf,1,32768
deepspeech2-147,19448,deepspeech2,12,640
bert-148,19509,bert,16,384
cifar10-149,19540,cifar10,12,4096
cifar10-150,19559,cifar10,12,4096
