name,time,application,num_replicas,batch_size
ncf-0,32,ncf,1,32768
cifar10-1,131,cifar10,8,2048
cifar10-2,132,cifar10,6,2048
cifar10-3,285,cifar10,8,2048
cifar10-4,397,cifar10,12,4096
cifar10-5,505,cifar10,16,4096
cifar10-6,522,cifar10,12,4096
cifar10-7,574,cifar10,16,4096
cifar10-8,642,cifar10,8,2048
bert-9,772,bert,16,384
bert-10,812,bert,6,384
ncf-11,848,ncf,1,32768
ncf-12,916,ncf,1,32768
cifar10-13,1076,cifar10,12,4096
cifar10-14,1397,cifar10,16,4096
cifar10-15,1437,cifar10,6,2048
ncf-16,1516,ncf,1,32768
cifar10-17,1585,cifar10,8,2048
cifar10-18,1606,cifar10,8,2048
cifar10-19,1728,cifar10,6,2048
cifar10-20,1908,cifar10,16,4096
bert-21,2126,bert,12,384
cifar10-22,2265,cifar10,8,2048
cifar10-23,2285,cifar10,16,4096
cifar10-24,2440,cifar10,16,4096
ncf-25,2532,ncf,1,32768
cifar10-26,2686,cifar10,16,4096
cifar10-27,2712,cifar10,6,2048
deepspeech2-28,2931,deepspeech2,6,320
ncf-29,3132,ncf,1,32768
ncf-30,3500,ncf,1,32768
ncf-31,3659,ncf,1,32768
cifar10-32,3714,cifar10,16,4096
cifar10-33,3788,cifar10,8,2048
yolov3-34,4001,yolov3,4,64
cifar10-35,4081,cifar10,16,4096
ncf-36,4089,ncf,1,32768
ncf-37,4162,ncf,1,32768
ncf-38,4296,ncf,1,32768
ncf-39,4316,ncf,1,32768
cifar10-40,4317,cifar10,6,2048
ncf-41,4353,ncf,1,32768
cifar10-42,4935,cifar10,16,4096
imagenet-43,5021,imagenet,32,6400
cifar10-44,5207,cifar10,8,2048
cifar10-45,5495,cifar10,8,2048
ncf-46,5627,ncf,1,32768
deepspeech2-47,5995,deepspeech2,6,320
ncf-48,6014,ncf,1,32768
yolov3-49,6114,yolov3,4,64
cifar10-50,6131,cifar10,6,2048
ncf-51,6842,ncf,1,32768
ncf-52,6963,ncf,1,32768
bert-53,7153,bert,16,384
