name,time,application,num_replicas,batch_size
cifar10-0,498,cifar10,6,2048
cifar10-1,1107,cifar10,12,4096
yolov3-2,1420,yolov3,4,64
ncf-3,1427,ncf,1,32768
cifar10-4,1491,cifar10,12,4096
ncf-5,1549,ncf,1,32768
ncf-6,1559,ncf,1,32768
cifar10-7,1597,cifar10,16,4096
cifar10-8,1642,cifar10,12,4096
ncf-9,1832,ncf,1,32768
ncf-10,1915,ncf,1,32768
cifar10-11,2038,cifar10,16,4096
imagenet-12,2173,imagenet,32,6400
cifar10-13,2200,cifar10,6,2048
ncf-14,2420,ncf,1,32768
ncf-15,2515,ncf,1,32768
ncf-16,2576,ncf,1,32768
imagenet-17,3075,imagenet,48,6400
ncf-18,3115,ncf,1,32768
cifar10-19,3117,cifar10,8,2048
ncf-20,3118,ncf,1,32768
cifar10-21,3341,cifar10,8,2048
ncf-22,3434,ncf,1,32768
ncf-23,3565,ncf,1,32768
cifar10-24,3715,cifar10,12,4096
cifar10-25,3730,cifar10,16,4096
cifar10-26,3756,cifar10,12,4096
ncf-27,3786,ncf,1,32768
cifar10-28,4101,cifar10,8,2048
cifar10-29,4221,cifar10,16,4096
ncf-30,4265,ncf,1,32768
ncf-31,4276,ncf,1,32768
ncf-32,4559,ncf,1,32768
cifar10-33,4631,cifar10,8,2048
cifar10-34,4732,cifar10,6,2048
cifar10-35,4843,cifar10,12,4096
ncf-36,4931,ncf,1,32768
ncf-37,4960,ncf,1,32768
yolov3-38,4970,yolov3,4,64
ncf-39,5532,ncf,1,32768
cifar10-40,5533,cifar10,6,2048
ncf-41,5535,ncf,1,32768
yolov3-42,5676,yolov3,4,64
bert-43,5750,bert,16,384
ncf-44,5776,ncf,1,32768
cifar10-45,5799,cifar10,16,4096
ncf-46,6290,ncf,1,32768
ncf-47,6996,ncf,1,32768
cifar10-48,7331,cifar10,6,2048
cifar10-49,8143,cifar10,8,2048
cifar10-50,8222,cifar10,16,4096
cifar10-51,8448,cifar10,12,4096
cifar10-52,8805,cifar10,12,4096
cifar10-53,8917,cifar10,12,4096
ncf-54,8959,ncf,1,32768
ncf-55,9010,ncf,1,32768
cifar10-56,9075,cifar10,6,2048
cifar10-57,9418,cifar10,16,4096
ncf-58,9549,ncf,1,32768
ncf-59,9635,ncf,1,32768
cifar10-60,10875,cifar10,12,4096
ncf-61,10881,ncf,1,32768
ncf-62,10923,ncf,1,32768
deepspeech2-63,11268,deepspeech2,6,320
ncf-64,11280,ncf,1,32768
deepspeech2-65,11337,deepspeech2,6,320
ncf-66,11418,ncf,1,32768
ncf-67,12114,ncf,1,32768
cifar10-68,12294,cifar10,6,2048
cifar10-69,12530,cifar10,6,2048
ncf-70,12731,ncf,1,32768
cifar10-71,13331,cifar10,6,2048
cifar10-72,13332,cifar10,6,2048
cifar10-73,13333,cifar10,16,4096
ncf-74,13414,ncf,1,32768
cifar10-75,13498,cifar10,16,4096
ncf-76,13526,ncf,1,32768
cifar10-77,13746,cifar10,8,2048
deepspeech2-78,13777,deepspeech2,8,320
ncf-79,13807,ncf,1,32768
yolov3-80,13875,yolov3,4,64
cifar10-81,14123,cifar10,8,2048
cifar10-82,14230,cifar10,12,4096
cifar10-83,14305,cifar10,6,2048
cifar10-84,14372,cifar10,8,2048
cifar10-85,14448,cifar10,8,2048
ncf-86,14554,ncf,1,32768
ncf-87,14559,ncf,1,32768
cifar10-88,14681,cifar10,6,2048
cifar10-89,14731,cifar10,16,4096
yolov3-90,15025,yolov3,4,64
ncf-91,15101,ncf,1,32768
cifar10-92,15157,cifar10,16,4096
deepspeech2-93,15168,deepspeech2,8,320
cifar10-94,15196,cifar10,16,4096
cifar10-95,15439,cifar10,16,4096
bert-96,15505,bert,12,384
ncf-97,15543,ncf,1,32768
yolov3-98,15698,yolov3,4,64
ncf-99,15795,ncf,1,32768
ncf-100,15835,ncf,1,32768
cifar10-101,16005,cifar10,12,4096
ncf-102,16064,ncf,1,32768
ncf-103,16070,ncf,1,32768
deepspeech2-104,16086,deepspeech2,12,640
deepspeech2-105,16120,deepspeech2,12,640
deepspeech2-106,16254,deepspeech2,8,320
ncf-107,16283,ncf,1,32768
ncf-108,16283,ncf,1,32768
cifar10-109,16323,cifar10,16,4096
bert-110,16418,bert,8,384
ncf-111,16446,ncf,1,32768
ncf-112,16519,ncf,1,32768
yolov3-113,16696,yolov3,4,64
cifar10-114,16699,cifar10,6,2048
ncf-115,16710,ncf,1,32768
ncf-116,16917,ncf,1,32768
ncf-117,16996,ncf,1,32768
ncf-118,17038,ncf,1,32768
imagenet-119,17294,imagenet,24,3200
cifar10-120,17503,cifar10,12,4096
ncf-121,17532,ncf,1,32768
cifar10-122,17552,cifar10,8,2048
deepspeech2-123,17630,deepspeech2,12,640
cifar10-124,17758,cifar10,12,4096
deepspeech2-125,17839,deepspeech2,6,320
cifar10-126,17841,cifar10,6,2048
cifar10-127,17932,cifar10,6,2048
bert-128,17980,bert,8,384
deepspeech2-129,18028,deepspeech2,12,640
cifar10-130,18037,cifar10,16,4096
cifar10-131,18041,cifar10,6,2048
ncf-132,18133,ncf,1,32768
deepspeech2-133,18152,deepspeech2,12,640
ncf-134,18177,ncf,1,32768
deepspeech2-135,18214,deepspeech2,8,320
cifar10-136,18381,cifar10,8,2048
cifar10-137,18401,cifar10,12,4096
cifar10-138,18624,cifar10,16,4096
deepspeech2-139,18696,deepspeech2,8,320
ncf-140,18732,ncf,1,32768
cifar10-141,18768,cifar10,12,4096
ncf-142,18836,ncf,1,32768
deepspeech2-143,18849,deepspeech2,8,320
cifar10-144,18877,cifar10,6,2048
ncf-145,18879,ncf,1,32768
cifar10-146,18925,cifar10,16,4096
bert-147,18983,bert,6,384
ncf-148,19014,ncf,1,32768
deepspeech2-149,19055,deepspeech2,8,320
cifar10-150,19084,cifar10,16,4096
cifar10-151,19239,cifar10,12,4096
cifar10-152,19284,cifar10,8,2048
cifar10-153,19315,cifar10,12,4096
ncf-154,19340,ncf,1,32768
cifar10-155,19349,cifar10,12,4096
ncf-156,19382,ncf,1,32768
cifar10-157,19537,cifar10,6,2048
