name,time,application,num_replicas,batch_size
ncf-0,35,ncf,1,32768
cifar10-1,246,cifar10,12,4096
ncf-2,262,ncf,1,32768
yolov3-3,520,yolov3,4,64
ncf-4,814,ncf,1,32768
ncf-5,1198,ncf,1,32768
bert-6,1270,bert,12,384
deepspeech2-7,1303,deepspeech2,8,320
cifar10-8,1308,cifar10,8,2048
ncf-9,1497,ncf,1,32768
cifar10-10,1519,cifar10,12,4096
ncf-11,1589,ncf,1,32768
ncf-12,1619,ncf,1,32768
ncf-13,1858,ncf,1,32768
ncf-14,2017,ncf,1,32768
cifar10-15,2254,cifar10,6,2048
imagenet-16,2294,imagenet,32,6400
bert-17,2395,bert,6,384
ncf-18,2749,ncf,1,32768
cifar10-19,2911,cifar10,16,4096
ncf-20,3134,ncf,1,32768
cifar10-21,3208,cifar10,12,4096
ncf-22,3421,ncf,1,32768
ncf-23,3565,ncf,1,32768
cifar10-24,3732,cifar10,12,4096
ncf-25,3732,ncf,1,32768
ncf-26,4293,ncf,1,32768
cifar10-27,4316,cifar10,16,4096
cifar10-28,4692,cifar10,6,2048
cifar10-29,4702,cifar10,16,4096
ncf-30,4840,ncf,1,32768
ncf-31,5256,ncf,1,32768
ncf-32,5360,ncf,1,32768
ncf-33,5430,ncf,1,32768
cifar10-34,5500,cifar10,12,4096
ncf-35,5611,ncf,1,32768
cifar10-36,5707,cifar10,8,2048
imagenet-37,5774,imagenet,48,6400
cifar10-38,5801,cifar10,12,4096
ncf-39,5854,ncf,1,32768
cifar10-40,5884,cifar10,6,2048
cifar10-41,6168,cifar10,8,2048
deepspeech2-42,6450,deepspeech2,6,320
ncf-43,6622,ncf,1,32768
ncf-44,7110,ncf,1,32768
cifar10-45,7347,cifar10,8,2048
yolov3-46,7562,yolov3,4,64
ncf-47,7626,ncf,1,32768
deepspeech2-48,7858,deepspeech2,6,320
ncf-49,7906,ncf,1,32768
ncf-50,7931,ncf,1,32768
yolov3-51,8037,yolov3,4,64
cifar10-52,8313,cifar10,8,2048
ncf-53,9268,ncf,1,32768
ncf-54,9310,ncf,1,32768
ncf-55,9311,ncf,1,32768
ncf-56,9357,ncf,1,32768
yolov3-57,9391,yolov3,4,64
ncf-58,9513,ncf,1,32768
ncf-59,9582,ncf,1,32768
ncf-60,9612,ncf,1,32768
ncf-61,9715,ncf,1,32768
deepspeech2-62,10033,deepspeech2,8,320
cifar10-63,10317,cifar10,8,2048
cifar10-64,10392,cifar10,12,4096
ncf-65,10565,ncf,1,32768
cifar10-66,10608,cifar10,12,4096
cifar10-67,10653,cifar10,12,4096
cifar10-68,10660,cifar10,16,4096
cifar10-69,10737,cifar10,16,4096
deepspeech2-70,10815,deepspeech2,8,320
cifar10-71,10859,cifar10,16,4096
cifar10-72,10975,cifar10,16,4096
cifar10-73,10995,cifar10,16,4096
ncf-74,11060,ncf,1,32768
cifar10-75,11373,cifar10,12,4096
bert-76,11518,bert,16,384
cifar10-77,11782,cifar10,8,2048
ncf-78,11788,ncf,1,32768
deepspeech2-79,11949,deepspeech2,6,320
deepspeech2-80,12205,deepspeech2,6,320
ncf-81,12379,ncf,1,32768
cifar10-82,12421,cifar10,16,4096
ncf-83,12712,ncf,1,32768
ncf-84,13106,ncf,1,32768
deepspeech2-85,13199,deepspeech2,8,320
cifar10-86,13273,cifar10,8,2048
cifar10-87,13282,cifar10,16,4096
ncf-88,13316,ncf,1,32768
ncf-89,13457,ncf,1,32768
ncf-90,13554,ncf,1,32768
cifar10-91,13734,cifar10,6,2048
ncf-92,13797,ncf,1,32768
ncf-93,13829,ncf,1,32768
cifar10-94,13938,cifar10,6,2048
yolov3-95,14090,yolov3,4,64
ncf-96,14186,ncf,1,32768
cifar10-97,14205,cifar10,6,2048
ncf-98,14245,ncf,1,32768
ncf-99,14390,ncf,1,32768
bert-100,14499,bert,12,384
cifar10-101,14507,cifar10,16,4096
deepspeech2-102,14530,deepspeech2,6,320
cifar10-103,14623,cifar10,12,4096
cifar10-104,14715,cifar10,8,2048
ncf-105,14730,ncf,1,32768
deepspeech2-106,14737,deepspeech2,12,640
ncf-107,14739,ncf,1,32768
ncf-108,14871,ncf,1,32768
ncf-109,14932,ncf,1,32768
deepspeech2-110,14937,deepspeech2,12,640
deepspeech2-111,14992,deepspeech2,12,640
cifar10-112,15132,cifar10,12,4096
ncf-113,15196,ncf,1,32768
yolov3-114,15245,yolov3,4,64
cifar10-115,15340,cifar10,6,2048
deepspeech2-116,15426,deepspeech2,8,320
ncf-117,15735,ncf,1,32768
cifar10-118,15779,cifar10,8,2048
cifar10-119,15835,cifar10,6,2048
bert-120,15863,bert,8,384
cifar10-121,16026,cifar10,6,2048
ncf-122,16067,ncf,1,32768
bert-123,16077,bert,16,384
bert-124,16142,bert,16,384
deepspeech2-125,16332,deepspeech2,8,320
ncf-126,16332,ncf,1,32768
cifar10-127,16381,cifar10,8,2048
cifar10-128,16588,cifar10,8,2048
ncf-129,16610,ncf,1,32768
cifar10-130,16915,cifar10,8,2048
ncf-131,16956,ncf,1,32768
bert-132,17011,bert,6,384
bert-133,17109,bert,6,384
deepspeech2-134,17238,deepspeech2,12,640
deepspeech2-135,17277,deepspeech2,12,640
cifar10-136,17383,cifar10,8,2048
cifar10-137,17391,cifar10,16,4096
cifar10-138,17414,cifar10,16,4096
bert-139,17521,bert,8,384
cifar10-140,17657,cifar10,6,2048
ncf-141,17749,ncf,1,32768
cifar10-142,17861,cifar10,6,2048
cifar10-143,17866,cifar10,16,4096
ncf-144,17917,ncf,1,32768
bert-145,18060,bert,12,384
cifar10-146,18105,cifar10,6,2048
cifar10-147,18115,cifar10,16,4096
cifar10-148,18139,cifar10,8,2048
deepspeech2-149,18199,deepspeech2,6,320
cifar10-150,18211,cifar10,6,2048
bert-151,18227,bert,16,384
ncf-152,18244,ncf,1,32768
ncf-153,18284,ncf,1,32768
yolov3-154,18385,yolov3,4,64
cifar10-155,18415,cifar10,12,4096
cifar10-156,18549,cifar10,12,4096
ncf-157,18649,ncf,1,32768
cifar10-158,18711,cifar10,12,4096
cifar10-159,18744,cifar10,16,4096
