placement,local_bsz,step_time,sync_time
1,32,0.0427886962890625,0.0004995360016822816
1,45,0.05048525333404541,0.000504022404551506
1,64,0.05983335971832275,0.0005080448031425476
1,91,0.07591350078582763,0.0005244320034980774
1,129,0.10385050773620605,0.0005253599941730499
1,182,0.13722496032714843,0.0005333151996135711
1,257,0.18708271980285646,0.0005324799835681917
1,363,0.2595393657684326,0.0005360671997070313
1,513,0.3553631782531738,0.0005348415970802307
1,725,0.4961158037185669,0.0005435007929801941
1,1024,0.7020925283432007,0.0005468864023685456
11,32,0.1038327932357788,0.0617830852508545
11,45,0.1080667495727539,0.05788738288879395
11,64,0.11127357482910157,0.05158557434082032
11,91,0.11819097995758057,0.044123965072631825
11,129,0.1327885866165161,0.02719344959259033
11,182,0.15558092594146727,0.018212214469909664
11,257,0.19933269023895264,0.0025851423978805544
11,363,0.2690117835998535,0.0032857376337051387
11,513,0.3760718107223511,0.0033177695751190187
11,725,0.5118870496749878,0.003292876887321472
11,1024,0.721982479095459,0.003986223983764648
111,32,0.10035741329193115,0.05806953277587891
111,45,0.10552570819854737,0.056397475051879885
111,64,0.09580729007720948,0.03736598091125488
111,91,0.106483793258667,0.031847155189514156
111,129,0.12430698871612549,0.01929815053939819
111,182,0.14420089721679688,0.0066256768226623545
111,257,0.19851412773132324,0.0031279039859771736
111,363,0.26839818954467776,0.003371875190734863
111,513,0.37303833961486815,0.010195020818710326
111,725,0.5248216152191162,0.0032942656278610225
111,1024,0.738249945640564,0.004118364787101746
1111,32,0.1268904447555542,0.0852531005859375
1111,45,0.1310215950012207,0.08232029495239258
1111,64,0.14134659767150878,0.08306680679321289
1111,91,0.14538123607635497,0.07103141708374024
1111,129,0.15143196582794188,0.04378535346984864
1111,182,0.1741780996322632,0.03009494743347168
1111,257,0.2093052387237549,0.009414675092697142
1111,363,0.280394983291626,0.005664716792106629
1111,513,0.3914859533309937,0.005445212793350219
1111,725,0.5474929094314576,0.007495190453529357
1111,1024,0.7817227602005005,0.02912947874069214
1112,32,0.12809860706329346,0.08627507858276368
1112,45,0.12564389705657958,0.07679504852294923
1112,64,0.13122639656066895,0.07317338790893554
1112,91,0.1352771997451782,0.06244710426330567
1112,129,0.14904797077178955,0.04772434883117676
1112,182,0.17010824680328368,0.0344289758682251
1112,257,0.2183633804321289,0.03231929531097412
1112,363,0.2755973100662231,0.022606604766845697
1112,513,0.3808739185333252,0.025480271911621093
1112,725,0.5350161552429199,0.051378150177001945
1112,1024,0.7546370327472687,0.0754048252105713
1113,32,0.1335212469100952,0.09155832672119141
1113,45,0.13582820892333985,0.08643678665161134
1113,64,0.13992538452148437,0.08121439971923827
1113,91,0.1468961238861084,0.07260096435546874
1113,129,0.1607818841934204,0.05397362289428711
1113,182,0.18127059936523438,0.04175011520385742
1113,257,0.22012724876403808,0.022685564994812012
1113,363,0.28334341049194334,0.012301263904571532
1113,513,0.3968006372451782,0.018472921752929687
1113,725,0.553446364402771,0.03248237724304199
1113,1024,0.7733854566301618,0.03165215492248535
1114,32,0.11264214515686036,0.07058504142761231
1114,45,0.10906562805175782,0.05934750747680665
1114,64,0.13648972511291504,0.07700279045104981
1114,91,0.15125102996826173,0.07562653770446778
1114,129,0.16952137947082518,0.06236756477355958
1114,182,0.19025135040283203,0.048443523788452146
1114,257,0.21498584747314453,0.011010860872268675
1114,363,0.28516948223114014,0.003833823990821838
1114,513,0.40743379592895507,0.013077382278442384
1114,725,0.5770465433597565,0.023126799821853637
1114,1024,0.8140213489532471,0.037837055206298834
112,32,0.14785358905792237,0.10531877822875976
112,45,0.15026555061340333,0.10053919906616211
